AAAACCPR: ACCAPARA
AABCOSSS: CABOSSAS
AABCOSST: ABACOSTS
          CABOSSAT
          TABASCOS
AABCRRSU: CARBURAS
AABCRRTU: CARBURAT
AABCRSTT: ABSTRACT
AABDDEEG: DEBADGEA
AABDDEGI: BAGDADIE
AABDDEIN: DEBANDAI
AABDDEIR: DEBARDAI
AABDDENR: BRANDADE
AABDDENS: DEBANDAS
AABDDENT: DEBANDAT
AABDDERS: DEBARDAS
AABDDERT: DEBARDAT
AABDDERU: BADAUDER
AABDDESU: BADAUDES
AABDDEUZ: BADAUDEZ
AABDDGIS: BAGDADIS
AABDDLNS: BADLANDS
AABDEEKR: DEBREAKA
AABDEELS: BALADEES
AABDEERT: DEBATERA
AABDEERY: BAYADERE
AABDEERZ: BAZARDEE
AABDEFLR: BLAFARDE
AABDEGIN: BADINAGE
          BAIGNADE
AABDEGIR: BADGERAI
          BIGARADE
AABDEGIS: BADGEAIS
AABDEGIT: BADGEAIT
AABDEGIU: DEBAGUAI
AABDEGMR: GAMBADER
AABDEGMS: GAMBADES
AABDEGMZ: GAMBADEZ
AABDEGNR: BAGNARDE
AABDEGNS: BANDAGES
AABDEGNT: BADGEANT
AABDEGOR: ABORDAGE
AABDEGRR: BRAGARDE
AABDEGRS: BADGERAS
          BARDAGES
          BRADAGES
AABDEGSU: BAGAUDES
          DEBAGUAS
AABDEGTU: DEBAGUAT
AABDEHHI: DAHABIEH
AABDEILL: DEBALLAI
AABDEILN: BALADINE
          ENDIABLA
AABDEILR: DELABRAI
AABDEILS: ABSIDALE
AABDEILY: DEBLAYAI
AABDEILZ: BALADIEZ
AABDEIMR: BADAMIER
          EMBARDAI
AABDEINR: BADINERA
          BANDERAI
AABDEINS: BADIANES
AABDEINT: BADAIENT
          TABANIDE
AABDEIRR: BARDERAI
          BRADERAI
          DEBARRAI
AABDEIRS: BADERAIS
          DEBRASAI
AABDEIRT: BADERAIT
          DEBATIRA
AABDEIRU: DAUBERAI
          EBAUDIRA
AABDEIRY: DEBRAYAI
AABDEIST: DEBATAIS
AABDEITT: DEBATAIT
AABDEJLL: DJELLABA
AABDEKRS: KABARDES
AABDELLS: BALLADES
          DEBALLAS
AABDELLT: DEBALLAT
AABDELMN: DAMNABLE
AABDELMU: DEAMBULA
AABDELNR: BALANDRE
AABDELNS: DANSABLE
          LABADENS
          SALBANDE
AABDELNT: BALADENT
AABDELOR: ADORABLE
AABDELRS: BREDALAS
          DELABRAS
AABDELRT: DELABRAT
AABDELRU: BALADEUR
          DEBARULA
AABDELRV: ADVERBAL
AABDELSS: DESSABLA
AABDELST: DATABLES
AABDELSY: DEBLAYAS
AABDELTY: DEBLAYAT
AABDEMNS: BANDAMES
AABDEMRR: RAMBARDE
AABDEMRS: BARDAMES
          BRADAMES
          EMBARDAS
AABDEMRT: EMBARDAT
AABDEMSU: DAUBAMES
AABDENNT: BANDANTE
AABDENOR: ABONDERA
AABDENRS: BANDERAS
          BARDANES
AABDENSS: BANDASSE
AABDENST: BANDATES
AABDENTT: DEBATANT
AABDENUX: BANDEAUX
AABDEORR: ABORDERA
AABDEORU: ADOUBERA
AABDEQRU: DEBARQUA
AABDERRS: BARDERAS
          BRADERAS
          DEBARRAS
AABDERRT: DEBARRAT
AABDERRV: BAVARDER
AABDERRZ: BAZARDER
AABDERSS: BARDASSE
          BERDASSA
          BRADASSE
          DEBRASAS
AABDERST: BARDATES
          BATARDES
          BRADATES
          DEBRASAT
AABDERSU: DAUBERAS
AABDERSV: BAVARDES
          BRAVADES
AABDERSY: DEBRAYAS
AABDERSZ: BAZARDES
AABDERTT: DEBATTRA
AABDERTU: BRETAUDA
AABDERTY: DEBRAYAT
AABDERUX: BARDEAUX
AABDERVZ: BAVARDEZ
AABDERZZ: BAZARDEZ
AABDESSS: BADASSES
AABDESSU: DAUBASSE
          DESABUSA
AABDESTU: DAUBATES
AABDFILR: FAIBLARD
AABDFLMR: FLAMBARD
AABDFLRS: BLAFARDS
AABDGINR: BRIGANDA
AABDGIST: DIBATAGS
AABDGNOV: VAGABOND
AABDGNRS: BAGNARDS
AABDGRRS: BRAGARDS
AABDHLLN: HANDBALL
AABDIILS: ABSIDIAL
AABDIINS: BADINAIS
AABDIINT: BADINAIT
AABDIIQU: ABDIQUAI
AABDIJOR: JOBARDAI
AABDILNS: BALADINS
AABDIMRS: BARMAIDS
AABDINNT: BADINANT
AABDINOS: ABONDAIS
AABDINOT: ABONDAIT
AABDINRR: BRANDIRA
AABDIORS: ABORDAIS
          ADSORBAI
          SABORDAI
AABDIORT: ABORDAIT
AABDIORU: BAROUDAI
          RADOUBAI
AABDIORV: ABRIVADO
AABDIOSU: ADOUBAIS
AABDIOSZ: DAZIBAOS
AABDIOTU: ADOUBAIT
AABDIQSU: ABDIQUAS
AABDIQTU: ABDIQUAT
AABDISUX: ABSIDAUX
AABDJORS: JOBARDAS
AABDJORT: JOBARDAT
AABDKORU: DARBOUKA
AABDLMNU: LABDANUM
AABDLNOS: BALADONS
AABDLNSU: DANABLUS
AABDLORR: LABRADOR
AABDLRST: TABLARDS
AABDMNSU: UMBANDAS
AABDNNOS: ABANDONS
AABDNNOT: ABONDANT
AABDNNST: BANDANTS
AABDNORT: ABORDANT
AABDNOTU: ADOUBANT
AABDORSS: ADSORBAS
          SABORDAS
AABDORST: ADSORBAT
          SABORDAT
AABDORSU: ABSOUDRA
          BAROUDAS
          RADOUBAS
AABDORTU: BAROUDAT
          RADOUBAT
AABDRRSS: BRASSARD
AABEEFLR: BALAFREE
AABEEGHR: HERBAGEA
AABEEGIR: ABREGEAI
          BEGAIERA
          GABARIEE
AABEEGLL: EGALABLE
AABEEGLR: AGREABLE
AABEEGLT: BATELAGE
AABEEGMS: MEGABASE
AABEEGMT: EMBATAGE
AABEEGRR: ABREGERA
          BAGARREE
AABEEGRS: ABREGEAS
AABEEGRT: ABREGEAT
AABEEGRY: BEGAYERA
AABEEHMN: BAHAMEEN
AABEEHNU: HAUBANEE
AABEEIRS: ARABISEE
AABEEISS: ABAISSEE
AABEEKRR: BREAKERA
AABEELMN: MALABEEN
AABEELRS: BALEARES
AABEELRT: ARBALETE
          BATELERA
          ETABLERA
AABEELRV: AVERBALE
AABEELST: ABLATEES
AABEELSY: BALAYEES
AABEELTT: ATTABLEE
          ATTELABE
AABEEMRT: EMBATERA
AABEENNS: BANANEES
AABEENNT: NABATEEN
AABEENPR: PARABENE
AABEENSS: BASANEES
AABEEQRU: BARAQUEE
AABEERRR: ABERRERA
AABEERRS: EBRASERA
AABEERRT: BARETERA
AABEERSS: ABRASEES
AABEERTT: ARABETTE
          BARATTEE
AABEESST: TABASSEE
AABEESTT: ABATTEES
AABEFFIR: BAFFERAI
AABEFFLS: AFFABLES
AABEFFLU: AFFABULE
AABEFFMS: BAFFAMES
AABEFFRS: BAFFERAS
AABEFFSS: BAFFASSE
AABEFFST: BAFFATES
AABEFGLM: FLAMBAGE
AABEFIIT: BEATIFIA
AABEFILS: FAISABLE
AABEFIRR: BAFRERAI
AABEFLMR: FLAMBERA
AABEFLMU: FLAMBEAU
AABEFLRR: BALAFRER
AABEFLRS: BALAFRES
AABEFLRU: FABULERA
AABEFLRZ: BALAFREZ
AABEFMRS: BAFRAMES
AABEFORT: AFROBEAT
AABEFORU: BAFOUERA
AABEFRRS: BAFRERAS
AABEFRSS: BAFRASSE
AABEFRST: BAFRATES
AABEGGLN: GAGNABLE
AABEGGSU: BAGUAGES
AABEGHTU: BAHUTAGE
AABEGILR: GALBERAI
AABEGILS: BALISAGE
AABEGILV: BALIVAGE
AABEGINR: BAIGNERA
AABEGIOR: ABROGEAI
AABEGIRR: ABREAGIR
          GABARIER
AABEGIRS: ABREAGIS
          BRAISAGE
          GABARIES
AABEGIRT: ABREAGIT
AABEGIRU: BAGUERAI
          BAUGERAI
AABEGIRZ: GABARIEZ
AABEGIST: TABAGIES
AABEGISU: BAUGEAIS
AABEGISY: BEGAYAIS
AABEGITU: BAUGEAIT
AABEGITY: BEGAYAIT
AABEGJLS: JABLAGES
AABEGJMS: JAMBAGES
AABEGJOT: JABOTAGE
AABEGLLR: LARGABLE
AABEGLMS: BLAMAGES
          GALBAMES
AABEGLRS: GALBERAS
AABEGLRU: BLAGUERA
AABEGLSS: GALBASSE
          SABLAGES
AABEGLST: ABLEGATS
          GALBATES
AABEGMNY: MANGABEY
AABEGMOR: OMBRAGEA
AABEGMSU: BAGUAMES
AABEGNTU: BAUGEANT
AABEGNTY: BEGAYANT
AABEGORR: ABROGERA
AABEGORS: ABROGEAS
AABEGORT: ABROGEAT
          RABOTAGE
AABEGOST: SABOTAGE
AABEGOTU: ABOUTAGE
AABEGQRU: BRAQUAGE
AABEGRRR: BAGARRER
AABEGRRS: BAGARRES
          BARRAGES
          GABARRES
AABEGRRZ: BAGARREZ
AABEGRSS: BRASAGES
          BRASSAGE
          SABRAGES
AABEGRSU: BAGUERAS
          BAUGERAS
AABEGSSS: BAGASSES
AABEGSSU: BAGUASSE
AABEGSTT: BATTAGES
AABEGSTU: BAGUATES
          BASTAGUE
AABEHIIR: EBAHIRAI
AABEHILR: HABLERAI
AABEHIMN: BAHAMIEN
AABEHIMS: BAHAISME
AABEHIRS: EBAHIRAS
          HEBRAISA
AABEHIRT: HABITERA
AABEHKNR: BARKHANE
AABEHKSZ: ABKHAZES
AABEHLMS: HABLAMES
          MAHALEBS
AABEHLPT: ALPHABET
AABEHLRS: HABLERAS
AABEHLSS: HABLASSE
AABEHLST: HABLATES
AABEHLTY: BATHYALE
AABEHMNR: BRAHMANE
AABEHNRU: HAUBANER
AABEHNSU: HAUBANES
AABEHNUZ: HAUBANEZ
AABEIIMR: ABIMERAI
AABEIIMS: AMIBIASE
AABEIIOR: ABOIERAI
AABEIIRR: ABRIERAI
          BRAIERAI
AABEIIRS: BAIERAIS
          BAISERAI
          BIAISERA
AABEIIRT: ABETIRAI
          BAIERAIT
AABEIJLR: JABLERAI
AABEIJMN: ENJAMBAI
AABEIKNS: IKEBANAS
AABEIKQU: AQUABIKE
AABEIKRS: BARAKIES
          BREAKAIS
AABEIKRT: BREAKAIT
AABEILLM: EMBALLAI
AABEILLR: BAILLERA
          BALLERAI
AABEILLS: LABELISA
          LABIALES
AABEILLT: BATAILLE
AABEILMN: MANIABLE
AABEILMR: AMBLERAI
          BLAMERAI
          MARIABLE
AABEILMS: AIMABLES
          AMIABLES
AABEILMT: MALBATIE
AABEILMV: EMBLAVAI
AABEILNR: EBRANLAI
AABEILNS: BANALISE
          ENSABLAI
AABEILNT: BALAIENT
          BALANITE
          BANALITE
          ENTABLAI
          TALIBANE
AABEILOR: ELABORAI
AABEILRR: BLAIRERA
          RABLERAI
AABEILRS: BALISERA
          BLASERAI
          SABLERAI
AABEILRT: ATRABILE
          BLATERAI
          ETABLIRA
          TABLERAI
AABEILRU: BIAURALE
          BLAIREAU
AABEILRV: BALIVERA
          VARIABLE
AABEILSS: BALAISES
AABEILST: BATELAIS
          ETABLAIS
AABEILTT: BATELAIT
          ETABLAIT
AABEILTV: ABLATIVE
AABEILTZ: ABLATIEZ
AABEILUV: BALIVEAU
AABEILYZ: BALAYIEZ
AABEIMMS: ABIMAMES
AABEIMMU: EMBAUMAI
AABEIMNT: AMBIANTE
AABEIMRR: AMBRERAI
          BRAMERAI
          EMBARRAI
AABEIMRS: ABIMERAS
          ABRIAMES
          ARABISME
          EMBRASAI
AABEIMRT: EMBATRAI
          ETAMBRAI
AABEIMRY: EMBRAYAI
AABEIMSS: ABIMASSE
          BAASISME
          BAISAMES
AABEIMST: ABIMATES
          EMBATAIS
AABEIMTT: EMBATAIT
AABEINNR: BANANIER
AABEINNS: ANNABIES
AABEINNZ: BANANIEZ
AABEINOS: ANABIOSE
AABEINOU: OUABAINE
AABEINRS: BEARNAIS
AABEINRT: BARATINE
AABEINRU: AUBINERA
AABEINSS: SESBANIA
AABEINST: ABSENTAI
          ABSENTIA
          BAISANTE
          BASAIENT
          BASANITE
AABEINSU: AUBAINES
AABEINSZ: BASANIEZ
AABEINTT: BATAIENT
AABEINTV: BAVAIENT
AABEINTY: BAYAIENT
AABEIORS: ABOIERAS
AABEIOTU: ABOITEAU
AABEIQRU: ARABIQUE
          BAQUERAI
          BARAQUIE
AABEIQTU: BAQUETAI
AABEIRRR: BARRERAI
AABEIRRS: ABERRAIS
          ABRIERAS
          ARABISER
          BRAIERAS
          BRAISERA
          BRASERAI
          SABRERAI
AABEIRRT: ABERRAIT
          ABRITERA
          REBATIRA
AABEIRRV: BRAVERAI
AABEIRRY: BRAYERAI
AABEIRSS: ABAISSER
          ABRIASSE
          ARABISES
          BAISERAS
          BAISSERA
          BASERAIS
          EBRASAIS
          RABAISSE
          REBAISSA
AABEIRST: ABETIRAS
          ABRIATES
          ABSTRAIE
          ARABITES
          BARETAIS
          BASERAIT
          BASTERAI
          BATERAIS
          EBRASAIT
          TARBAISE
AABEIRSU: ABUSERAI
AABEIRSV: ABRASIVE
          BAVERAIS
AABEIRSY: BAYERAIS
AABEIRSZ: ABRASIEZ
          ARABISEZ
AABEIRTT: BARETAIT
          BATERAIT
          EBATTRAI
AABEIRTU: ABUTERAI
AABEIRTV: BAVERAIT
AABEIRTY: BAYERAIT
AABEIRUV: ABREUVAI
          EBAVURAI
AABEISSS: ABAISSES
          BAISASSE
AABEISST: BAASISTE
          BAISATES
AABEISSZ: ABAISSEZ
AABEISTT: EBATTAIS
AABEISTU: BISEAUTA
AABEITTT: EBATTAIT
AABEITTZ: ABATTIEZ
AABEJLMS: JABLAMES
AABEJLRS: JABLERAS
AABEJLSS: JABLASSE
AABEJLST: JABLATES
AABEJMNS: ENJAMBAS
AABEJMNT: ENJAMBAT
AABEJORT: JABOTERA
AABEJOSU: ABAJOUES
AABEJQRU: BARJAQUE
AABEJRRU: ABJURERA
AABEKNRT: BREAKANT
AABEKRSU: KERABAUS
AABEKRUX: KERABAUX
AABELLMR: REMBALLA
AABELLMS: BALLAMES
          EMBALLAS
AABELLMT: EMBALLAT
AABELLNT: BALLANTE
AABELLPP: PALPABLE
AABELLPR: PARLABLE
AABELLRS: BALLERAS
AABELLSS: BALLASSE
AABELLST: BALLASTE
          BALLATES
AABELLSV: LAVABLES
          VALABLES
AABELMMS: AMBLAMES
          BLAMAMES
AABELMRS: AMBLERAS
          BLAMERAS
          MALABRES
          RABLAMES
AABELMRV: REMBLAVA
AABELMRY: REMBLAYA
AABELMSS: AMBLASSE
          ASSEMBLA
          BLAMASSE
          BLASAMES
          SABLAMES
AABELMST: AMBLATES
          BLAMATES
          TABLAMES
AABELMSV: EMBLAVAS
AABELMTV: EMBLAVAT
AABELMUX: LAMBEAUX
AABELNOS: ABALONES
AABELNPS: ANABLEPS
AABELNRR: BRANLERA
AABELNRS: EBRANLAS
AABELNRT: EBRANLAT
AABELNSS: ENSABLAS
AABELNST: ENSABLAT
          ENTABLAS
AABELNSZ: BALZANES
AABELNTT: ABLATENT
          BATELANT
          ENTABLAT
          ETABLANT
AABELNTY: BALAYENT
AABELOPR: PARABOLE
AABELORS: BRESAOLA
          ELABORAS
AABELORT: ELABORAT
AABELORU: ABOULERA
AABELOTY: BATAYOLE
AABELOUV: AVOUABLE
AABELPPS: PAPABLES
AABELPRR: PALABRER
AABELPRS: PALABRES
AABELPRZ: PALABREZ
AABELPSS: PASSABLE
AABELPSY: PAYABLES
AABELQRU: ALBRAQUE
AABELRRS: RABLERAS
AABELRRU: BARULERA
AABELRSS: BLASERAS
          RABLASSE
          SABLERAS
AABELRST: ALBATRES
          BLATERAS
          RABLATES
          TABLERAS
AABELRTT: ATTABLER
          BLATERAT
AABELRTU: TABULERA
AABELRUY: BALAYEUR
          BALAYURE
AABELSSS: BLASASSE
          SABLASSE
AABELSST: ASTABLES
          BASALTES
          BLASATES
          SABLATES
          TABLASSE
AABELSSY: ABYSSALE
AABELSTT: ATTABLES
          TABLATES
AABELSTX: TAXABLES
AABELTTT: TABLETTA
AABELTTZ: ATTABLEZ
AABELTUX: TABLEAUX
AABEMMRS: AMBRAMES
          BRAMAMES
AABEMMSU: EMBAUMAS
AABEMMTU: EMBAUMAT
AABEMNTT: EMBATANT
AABEMORZ: MOZARABE
AABEMOSY: ABOYAMES
AABEMQRU: EMBARQUA
          EMBRAQUA
AABEMQSU: BAQUAMES
AABEMRRR: MARBRERA
          REMBARRA
AABEMRRS: AMBRERAS
          BARRAMES
          BRAMERAS
          EMBARRAS
AABEMRRT: EMBARRAT
AABEMRRY: REMBRAYA
AABEMRSS: AMBRASSE
          BRAMASSE
          BRASAMES
          EMBRASAS
          EMBRASSA
          SABRAMES
AABEMRST: AMBRATES
          BRAMATES
          EMBATRAS
          EMBRASAT
AABEMRSV: BRAVAMES
AABEMRSY: BRAYAMES
          EMBRAYAS
AABEMRTT: EMBATTRA
AABEMRTY: EMBRAYAT
AABEMSST: BASTAMES
AABEMSSU: ABUSAMES
AABEMSTU: ABUTAMES
AABENNNT: BANANENT
AABENNOR: ABONNERA
          REABONNA
AABENNST: BASANENT
AABENORR: ABORNERA
AABENPRS: PARABENS
AABENQRU: BANQUERA
AABENQTU: BANQUETA
AABENRRT: ABERRANT
AABENRRU: RUBANERA
AABENRST: ABRASENT
          EBRASANT
AABENRTT: BARETANT
AABENSST: ABSENTAS
          BANASTES
AABENSTT: ABSENTAT
AABENSTU: ANTABUSE
AABENTTT: ABATTENT
          BATTANTE
          EBATTANT
AABEORRR: ARBORERA
AABEORRS: ARROBASE
AABEORRT: RABOTERA
AABEORSS: AROBASES
AABEORST: SABOTERA
AABEORTU: ABOUTERA
          TABOUERA
AABEOSSY: ABOYASSE
AABEOSTY: ABOYATES
AABEOTUX: ABOTEAUX
AABEQRRU: BARAQUER
          BRAQUERA
AABEQRSU: BAQUERAS
          BARAQUES
AABEQRUZ: BARAQUEZ
AABEQSSU: BAQUASSE
AABEQSTU: BAQUATES
          BAQUETAS
          BASTAQUE
AABEQTTU: BAQUETAT
AABERRRS: BARRERAS
AABERRSS: BARRASSE
          BRASERAS
          BRASSERA
          SABRERAS
AABERRST: BARRATES
AABERRSV: BRAVERAS
AABERRSY: BRAYERAS
AABERRTT: BARATTER
          RABATTRE
          REBATTRA
AABERRUX: BARREAUX
AABERSSS: BRASASSE
          RABASSES
          SABRASSE
AABERSST: BASTERAS
          BRASATES
          SABRATES
          TABASSER
AABERSSU: ABUSERAS
AABERSSV: BAVASSER
          BRAVASSE
AABERSSY: BRASSEYA
          BRAYASSE
AABERSTT: BARATTES
          EBATTRAS
          RABATTES
AABERSTU: ABUTERAS
AABERSTV: BRAVATES
AABERSTY: BRAYATES
AABERSUV: ABREUVAS
          EBAVURAS
AABERTTU: ABATTEUR
          ABATTURE
          RABATTUE
AABERTTZ: ABATTREZ
          BARATTEZ
          RABATTEZ
AABERTUV: ABREUVAT
          EBAVURAT
AABERUVX: AVERBAUX
AABESSSS: BASASSES
AABESSST: BASTASSE
          BATASSES
          TABASSES
AABESSSU: ABUSASSE
AABESSSV: BAVASSES
AABESSSY: BAYASSES
AABESSTT: BASTATES
AABESSTU: ABUSATES
          ABUTASSE
AABESSTZ: TABASSEZ
AABESSVZ: BAVASSEZ
AABESTTU: ABATTUES
          ABUTATES
AABFFIIL: AFFAIBLI
AABFFILU: AFFUBLAI
AABFFLSU: AFFUBLAS
AABFFLTU: AFFUBLAT
AABFIIIM: AMBIFIAI
AABFIIIS: BASIFIAI
AABFIILR: FAIBLIRA
AABFIIMS: AMBIFIAS
AABFIIMT: AMBIFIAT
AABFIIRS: BIAFRAIS
AABFIISS: BASIFIAS
AABFIIST: BASIFIAT
AABFILMS: FLAMBAIS
AABFILMT: FLAMBAIT
AABFILOT: BATIFOLA
AABFILST: ABLATIFS
AABFILSU: FABULAIS
AABFILTU: FABULAIT
AABFILUX: FABLIAUX
AABFIOSU: BAFOUAIS
AABFIOTU: BAFOUAIT
AABFIQRU: FABRIQUA
AABFIRSS: ABRASIFS
AABFLMNT: FLAMBANT
AABFLMOY: FLAMBOYA
AABFLMRT: FLAMBART
AABFLNOS: BALAFONS
AABFLNTU: FABULANT
AABFNOTU: BAFOUANT
AABGIINS: BAIGNAIS
AABGIINT: BAIGNAIT
AABGIIRR: BIGARRAI
AABGILLM: GAMBILLA
AABGILSU: BLAGUAIS
AABGILTU: BLAGUAIT
AABGINNO: GABIONNA
AABGINNT: BAIGNANT
AABGINOS: GABONAIS
AABGINST: BASTAING
AABGIRRS: BIGARRAS
AABGIRRT: BIGARRAT
AABGIRST: GABARITS
AABGLMNU: GALBANUM
AABGLNTU: BLAGUANT
AABGOSUY: BAGAYOUS
AABHHORU: BROUHAHA
AABHIILL: HABILLAI
AABHIILT: HABILITA
AABHIINU: BAUHINIA
AABHIIST: HABITAIS
AABHIITT: HABITAIT
AABHIITU: HABITUAI
AABHILLR: RHABILLA
AABHILLS: HABILLAS
AABHILLT: HABILLAT
AABHILNS: HANBALIS
AABHINTT: HABITANT
AABHIORR: ABHORRAI
AABHISTT: HABITATS
AABHISTU: HABITUAS
AABHITTU: HABITUAT
AABHKLMS: MBALAKHS
AABHLNRS: HALBRANS
AABHMNRS: BRAHMANS
AABHORRS: ABHORRAS
AABHORRT: ABHORRAT
AABHTUXY: BATHYAUX
AABIIISS: BIAISAIS
AABIIIST: BIAISAIT
AABIILLR: BRAILLAI
AABIILLS: BAILLAIS
AABIILLT: BAILLAIT
AABIILMN: LAMBINAI
AABIILNS: BALINAIS
          LIBANAIS
AABIILNT: BILANTAI
AABIILOR: ABOLIRAI
          BARIOLAI
AABIILRS: BLAIRAIS
AABIILRT: BLAIRAIT
AABIILSS: ASSIBILA
          BALISAIS
AABIILST: BALISAIT
AABIILSV: BALIVAIS
AABIILTV: BALIVAIT
AABIILZZ: ALBIZZIA
AABIIMNO: ABOMINAI
AABIINNR: BANNIRAI
AABIINSS: BASSINAI
AABIINST: BIAISANT
AABIINSU: AUBINAIS
AABIINTU: AUBINAIT
AABIIORT: RABIOTAI
AABIIOST: BAISOTAI
AABIIPSS: BIPASSAI
AABIIPST: BAPTISAI
AABIIRRR: BARRIRAI
AABIIRRS: BRAIRAIS
AABIIRRT: ARBITRAI
          BRAIRAIT
AABIIRSS: BASIRAIS
          BRAISAIS
AABIIRST: ABRITAIS
          BASIRAIT
          BATIRAIS
          BRAISAIT
AABIIRTT: ABRITAIT
          BATIRAIT
AABIISSS: BAISSAIS
AABIISST: BAISSAIT
          BASTIAIS
AABIJNPS: PANJABIS
AABIJOST: JABOTAIS
AABIJOTT: JABOTAIT
AABIJRSU: ABJURAIS
AABIJRTU: ABJURAIT
AABIKMOS: BAMAKOIS
AABIKSST: TABASKIS
AABILLMS: LAMBLIAS
AABILLNT: BAILLANT
AABILLOT: BALLOTAI
          BATOILLA
AABILLRS: BRAILLAS
          BRASILLA
AABILLRT: BRAILLAT
          TRIBALLA
AABILMNS: LAMBINAS
AABILMNT: LAMBINAT
AABILMOP: APLOMBAI
AABILMRT: TRIMBALA
AABILMSS: BISLAMAS
AABILMST: MALBATIS
AABILNNS: BALANINS
AABILNOR: ANOBLIRA
AABILNOT: ABLATION
AABILNRS: BRANLAIS
AABILNRT: BLAIRANT
          BRANLAIT
AABILNRU: BINAURAL
AABILNST: BALISANT
          BILANTAS
          TALIBANS
AABILNTT: BILANTAT
AABILNTV: BALIVANT
AABILOQU: ABLOQUAI
AABILORS: ABOLIRAS
          BARIOLAS
AABILORT: BARIOLAT
AABILORU: BAROULAI
          LABOURAI
          RABOULAI
AABILOSU: ABOULAIS
          SABOULAI
AABILOTU: ABOULAIT
AABILRRT: ARBITRAL
AABILRSU: BARULAIS
AABILRTU: BARULAIT
AABILSTU: TABULAIS
AABILTTU: TABULAIT
AABIMMRS: MARIMBAS
AABIMNOS: ABOMINAS
          BONAMIAS
AABIMNOT: ABOMINAT
AABIMNST: AMBIANTS
AABIMRRS: MARBRAIS
AABIMRRT: MARBRAIT
AABIMRSU: SIMARUBA
AABIMSST: BASMATIS
AABINNOR: ABONNIRA
AABINNOS: ABONNAIS
AABINNOT: ABONNAIT
          BATONNAI
AABINNRS: BANNIRAS
AABINNTU: AUBINANT
AABINORS: ABORNAIS
          ABRASION
AABINORT: ABORNAIT
AABINOST: BOTANISA
AABINQSU: BANQUAIS
AABINQTU: BANQUAIT
AABINRST: BARATINS
          BRAISANT
AABINRSU: RUBANAIS
          URBANISA
AABINRTT: ABRITANT
AABINRTU: RUBANAIT
AABINRZZ: ZANZIBAR
AABINSSS: BASSINAS
AABINSST: BAISANTS
          BAISSANT
          BASSINAT
AABIORRS: ARBORAIS
          ARBORISA
AABIORRT: ARBORAIT
AABIORRU: RABROUAI
AABIORST: RABIOTAS
          RABOTAIS
AABIORSV: BAVAROIS
AABIORTT: ABATTOIR
          RABIOTAT
          RABOTAIT
AABIORTU: ABOUTIRA
          RABOUTAI
AABIOSST: BAISOTAS
          SABOTAIS
AABIOSTT: BAISOTAT
          SABOTAIT
AABIOSTU: ABOUTAIS
          TABOUAIS
          TABOUISA
AABIOTTU: ABOUTAIT
          TABOUAIT
AABIOTUY: BOYAUTAI
AABIPSSS: BIPASSAS
AABIPSST: BAPTISAS
          BIPASSAT
AABIPSTT: BAPTISAT
AABIQRSU: BARAQUIS
          BRAQUAIS
          BRASQUAI
AABIQRTU: BRAQUAIT
AABIQSSU: BASQUAIS
AABIRRRS: BARRIRAS
AABIRRST: ARBITRAS
AABIRRTT: ARBITRAT
AABIRRTU: ABRUTIRA
AABIRSSS: BRASSAIS
AABIRSST: ABSTRAIS
          BARISTAS
          BRASSAIT
AABIRSTT: ABSTRAIT
          BATTRAIS
          RABATTIS
AABIRTTT: BATTRAIT
          RABATTIT
AABIRTTU: ATTRIBUA
AABIRUUX: BIAURAUX
AABISTUZ: ZAIBATSU
AABJMRST: JAMBARTS
AABJNOTT: JABOTANT
AABJNRTU: ABJURANT
AABKOOSZ: BAZOOKAS
AABLLNNO: BALLONNA
AABLLNST: BALLANTS
AABLLOST: BALLOTAS
AABLLOTT: BALLOTAT
          BALLOTTA
AABLLPRT: BALLTRAP
AABLLSST: BALLASTS
AABLLSTU: BLASTULA
AABLLSWY: WALLABYS
AABLMMOS: SALAMMBO
AABLMNTU: AMBULANT
AABLMOPR: RAPLOMBA
AABLMOPS: APLOMBAS
AABLMOPT: APLOMBAT
AABLMOSS: SALAMBOS
AABLMOSU: SOUMBALA
AABLMRSU: LABARUMS
AABLMSTU: BALATUMS
AABLNNOS: BLASONNA
          SABLONNA
AABLNNRT: BRANLANT
AABLNOST: ABLATONS
AABLNOSY: BALAYONS
AABLNOTU: ABOULANT
AABLNRTU: BARULANT
AABLNTTU: TABULANT
AABLOQSU: ABLOQUAS
AABLOQTU: ABLOQUAT
AABLORST: ALBATROS
AABLORSU: BAROULAS
          LABOURAS
          RABOULAS
AABLORTU: BAROULAT
          LABOURAT
          RABOULAT
          TRABOULA
AABLOSSU: SABOULAS
AABLOSTU: SABOULAT
AABLRRSU: SABURRAL
AABMMOSU: ABOMASUM
AABMNRRT: MARBRANT
AABMORTU: MARABOUT
AABMRSSU: BRUMASSA
AABMRSTU: MASTURBA
AABNNNOS: BANANONS
AABNNNOT: ABONNANT
AABNNORT: ABORNANT
AABNNOSS: BASANONS
AABNNOST: BASTONNA
          BATONNAS
AABNNOTT: BATONNAT
AABNNQTU: BANQUANT
AABNNRTU: RUBANANT
AABNORRT: ARBORANT
AABNORSS: ABRASONS
AABNORTT: RABOTANT
AABNOSSY: SABAYONS
AABNOSTT: ABATTONS
          SABOTANT
AABNOTTU: ABOUTANT
          TABOUANT
AABNQRTU: BRAQUANT
AABNRSST: BRASSANT
AABNSTTT: BATTANTS
AABORRSU: RABROUAS
AABORRTU: RABROUAT
AABORSTU: RABOUTAS
