AAAAABBCDRR: ABRACADABRA
AAACEHIMNPT: EMPANACHAIT
AAACEHIMNRR: RAMANCHERAI
AAACEHIMNRS: AMANCHERAIS
AAACEHIMNRT: AMANCHERAIT
AAACEHIMRRR: CHAMARRERAI
AAACEHINNPT: PANACHAIENT
AAACEHINNRT: ACHARNAIENT
AAACEHINPRS: PANACHERAIS
AAACEHINPRT: PANACHERAIT
AAACEHINRRS: ACHARNERAIS
AAACEHINRRT: ACHARNERAIT
             ARRACHAIENT
AAACEHINRST: ACANTHAIRES
             ARCHAISANTE
AAACEHINTTT: ATTACHAIENT
AAACEHIPRSV: PARACHEVAIS
AAACEHIPRTV: PARACHEVAIT
AAACEHIPSTU: CHAPEAUTAIS
AAACEHIPTTU: CHAPEAUTAIT
AAACEHIRRRS: ARRACHERAIS
AAACEHIRRRT: ARRACHERAIT
AAACEHIRRTT: RATTACHERAI
AAACEHIRSTT: ATTACHERAIS
AAACEHIRTTT: ATTACHERAIT
AAACEHLMRST: MARECHALATS
AAACEHLNRST: CHARLATANES
AAACEHLNSST: ACHALASSENT
             ECHALASSANT
AAACEHLNUVX: AVALANCHEUX
AAACEHLPRTU: PARACHUTALE
AAACEHLRRST: CATARRHALES
AAACEHMMNRS: RAMANCHAMES
AAACEHMMRRS: CHAMARRAMES
AAACEHMNNPT: EMPANACHANT
AAACEHMNRRS: RAMANCHERAS
AAACEHMNRSS: RAMANCHASSE
AAACEHMNRST: RAMANCHATES
AAACEHMNSSS: AMANCHASSES
AAACEHMORRU: AMOURACHERA
AAACEHMRRRS: CHAMARRERAS
AAACEHMRRSS: CHAMARRASSE
AAACEHMRRST: CHAMARRATES
AAACEHMRSTT: RATTACHAMES
AAACEHNPRTV: PARACHEVANT
AAACEHNPSSS: PANACHASSES
AAACEHNPTTU: CHAPEAUTANT
AAACEHNRSSS: ACHARNASSES
AAACEHNRSTT: ACANTHASTER
AAACEHNSTTT: ATTACHANTES
AAACEHPRRTU: CRAPAHUTERA
             PARACHUTERA
AAACEHRRSSS: ARRACHASSES
AAACEHRRSTT: RATTACHERAS
AAACEHRSSTT: RATTACHASSE
AAACEHRSTTT: RATTACHATES
AAACEHSSSTT: ATTACHASSES
AAACEIIJMNS: JAMAICAINES
AAACEIILLNN: ENCANAILLAI
AAACEIILMNR: CALAMINAIRE
             CALAMINERAI
AAACEIILMRS: CARAMELISAI
AAACEIILNRS: CANALISERAI
AAACEIIMNRS: AMERICANISA
AAACEIINNRT: ANTIACARIEN
AAACEIIRRST: CARTAIERAIS
AAACEIIRRTT: CARTAIERAIT
AAACEIJNSST: JACASSAIENT
AAACEIJRSSS: JACASSERAIS
AAACEIJRSST: JACASSERAIT
AAACEILLMOT: AMITALOCALE
AAACEILLNNS: ANACLINALES
             ENCANAILLAS
AAACEILLNNT: ENCANAILLAT
AAACEILLORT: ALLOCATAIRE
AAACEILLPSS: PASSACAILLE
AAACEILLRSS: CAILLASSERA
AAACEILMMNO: AMMONIACALE
AAACEILMMNS: CALAMINAMES
AAACEILMNRS: CALAMINERAS
AAACEILMNSS: CALAMINASSE
             CANALISAMES
AAACEILMNST: CALAMINATES
AAACEILMRRT: MATRIARCALE
AAACEILMRSS: CARAMELISAS
AAACEILMRST: CARAMELISAT
AAACEILNRRV: CARNAVALIER
AAACEILNRSS: CANALISERAS
AAACEILNSSS: CANALISASSE
AAACEILNSST: CANALISATES
AAACEILPRRT: PATRIARCALE
AAACEILRRSS: SACRALISERA
AAACEILRSTU: ACTUALISERA
             REACTUALISA
AAACEILRSTY: CATALYSERAI
AAACEILSSVZ: CAVALASSIEZ
AAACEIMNPRS: CAMPANAIRES
AAACEIMNTUX: CATAMENIAUX
AAACEIMRRSS: MASSACRERAI
AAACEIMSSST: MASCATAISES
AAACEINRRSS: SARRACENIAS
AAACEINRRSV: CARAVANIERS
AAACEINRTTV: CRAVATAIENT
AAACEINRTTY: CARTAYAIENT
AAACEINSSVZ: AVANCASSIEZ
AAACEIORSSV: AVOCASSERAI
AAACEIPRRTU: CRAPAUTERAI
AAACEIRRSST: TRACASSERAI
AAACEIRRSTV: CRAVATERAIS
AAACEIRRSTY: CARTAYERAIS
AAACEIRRTTV: CRAVATERAIT
AAACEIRRTTY: CARTAYERAIT
AAACEJSSSSS: JACASSASSES
AAACELMNRST: SACRAMENTAL
AAACELMOPRT: PARACETAMOL
AAACELMPSST: CATAPLASMES
AAACELMSSTY: CATALYSAMES
AAACELNRUVX: CARNAVALEUX
AAACELNSSTV: CAVALASSENT
AAACELPRTTU: CATAPULTERA
AAACELRSSTY: CATALYSERAS
AAACELSSSTY: CATALYSASSE
AAACELSSTTY: CATALYSATES
AAACEMMRSSS: MASSACRAMES
AAACEMNRSST: MASSACRANTE
AAACEMOSSSV: AVOCASSAMES
AAACEMPRSTU: CRAPAUTAMES
AAACEMRRSSS: MASSACRERAS
AAACEMRSSSS: MASSACRASSE
AAACEMRSSST: MASSACRATES
             TRACASSAMES
AAACEMRSSSX: SCRAMASAXES
AAACENNSSTV: AVANCASSENT
AAACENRSSTT: TRACASSANTE
AAACEOPRRRT: RACRAPOTERA
AAACEORSSSV: AVOCASSERAS
AAACEOSSSSV: AVOCASSASSE
AAACEOSSSTV: AVOCASSATES
AAACEPRRSTU: CRAPAUTERAS
AAACEPRSSTU: CRAPAUTASSE
AAACEPRSTTU: CRAPAUTATES
AAACERRSSST: TRACASSERAS
AAACERSSSST: TRACASSASSE
AAACERSSSTT: TRACASSATES
AAACERSSSTV: CRAVATASSES
AAACERSSSTY: CARTAYASSES
AAACFFHINRR: AFFRANCHIRA
AAACFHIIRRR: RAFRAICHIRA
AAACFIIINRS: AFRICANISAI
AAACFIILLNT: ALCALIFIANT
AAACFIINNPR: PANAFRICAIN
AAACFIINRSS: AFRICANISAS
AAACFIINRST: AFRICANISAT
AAACFINNOTU: AUTOFINANCA
AAACFIPRSUX: PARAFISCAUX
AAACFMNRTUU: MANUFACTURA
AAACFNRSSST: FRACASSANTS
AAACGHIINST: CHATAIGNAIS
AAACGHIINTT: CHATAIGNAIT
AAACGHIMNPS: CHAMPAGNISA
AAACGHINNTT: CHATAIGNANT
AAACGIIMNNS: MANIGANCAIS
AAACGIIMNNT: MANIGANCAIT
AAACGILMMRT: GRAMMATICAL
AAACGILOSTU: CATALOGUAIS
AAACGILOTTU: CATALOGUAIT
AAACGIMNNNT: MANIGANCANT
AAACGINNNRV: CARAVANNING
AAACGINNRSV: CARAVANINGS
AAACGINOSSS: AGACASSIONS
AAACGLNOTTU: CATALOGUANT
AAACHIILLMS: CHAMAILLAIS
AAACHIILLMT: CHAMAILLAIT
AAACHIILPST: CHAPTALISAI
AAACHIISSSV: AVACHISSAIS
AAACHIISSTV: AVACHISSAIT
AAACHIKPPRT: APPARATCHIK
AAACHILLMNT: CHAMAILLANT
AAACHILPSST: CHAPTALISAS
AAACHILPSTT: CHAPTALISAT
AAACHIMNRST: MARCHANTIAS
AAACHIMORST: ACHROMATISA
AAACHIMORSU: AMOURACHAIS
AAACHIMORTU: AMOURACHAIT
AAACHINNRST: ANARCHISANT
AAACHINRSST: ARCHAISANTS
AAACHINSSTV: AVACHISSANT
AAACHIPRSTU: CRAPAHUTAIS
             PARACHUTAIS
AAACHIPRTTU: CRAPAHUTAIT
             PARACHUTAIT
AAACHMNORTU: AMOURACHANT
AAACHMNPRSU: CAPHARNAUMS
AAACHNPRSTY: PYRACANTHAS
AAACHNPRTTU: CRAPAHUTANT
             PARACHUTANT
AAACHOPRSTT: CATASTROPHA
AAACHPRTUUX: PARACHUTAUX
AAACIIILLNS: ALCALINISAI
AAACIIILPST: CAPITALISAI
AAACIILLNSS: ALCALINISAS
AAACIILLNST: ALCALINISAT
AAACIILLSSS: CAILLASSAIS
AAACIILLSST: CAILLASSAIT
AAACIILMRST: CALAMISTRAI
AAACIILOPRS: CAPORALISAI
AAACIILPSST: CAPITALISAS
AAACIILPSTT: CAPITALISAT
AAACIILRSSS: SACRALISAIS
AAACIILRSST: SACRALISAIT
AAACIILSSTU: ACTUALISAIS
AAACIILSTTU: ACTUALISAIT
AAACILLNSST: CAILLASSANT
AAACILMOTUX: AMITALOCAUX
AAACILMRSST: CALAMISTRAS
AAACILMRSTT: CALAMISTRAT
AAACILNNOST: CANTONALISA
AAACILNNRST: ALCANTARINS
AAACILNRSST: SACRALISANT
AAACILNSTTU: ACTUALISANT
AAACILOPRSS: CAPORALISAS
AAACILOPRST: CAPORALISAT
AAACILPSTTU: CATAPULTAIS
AAACILPTTTU: CATAPULTAIT
AAACIMMNOUX: AMMONIACAUX
AAACIMOPRRT: COMPARAITRA
AAACIMRRSTT: MATRIARCATS
AAACIMRRTUX: MATRIARCAUX
AAACINOPRST: CARAPATIONS
AAACINRSSTU: SANCTUARISA
AAACIOPRRST: RACRAPOTAIS
AAACIOPRRTT: RACRAPOTAIT
AAACIPRRSTT: PATRIARCATS
AAACIPRRTUX: PATRIARCAUX
AAACLMOPRSS: SARCOPLASMA
AAACLNPTTTU: CATAPULTANT
AAACMNRSSST: MASSACRANTS
AAACNNOPSTT: PANNACOTTAS
AAACNOPRRTT: RACRAPOTANT
AAACNRSSSTT: TRACASSANTS
AAADDEEPRST: DESADAPTERA
AAADDEHMRSY: HAMADRYADES
AAADDEIMRST: DEDRAMATISA
AAADDEIPSST: DESADAPTAIS
AAADDEIPSTT: DESADAPTAIT
AAADDENPSTT: DESADAPTANT
AAADDINRSST: STANDARDISA
AAADEEFGRRS: DESAGRAFERA
AAADEEGIPRT: DEPARTAGEAI
AAADEEGNSTV: DESAVANTAGE
AAADEEGPRRT: DEPARTAGERA
AAADEEGPRST: DEPARTAGEAS
AAADEEGPRTT: DEPARTAGEAT
AAADEEILNRV: LAVANDERAIE
AAADEEIMNRS: AMANDERAIES
AAADEEIPRRT: PETARADERAI
             READAPTERAI
AAADEEMPRST: PETARADAMES
             READAPTAMES
AAADEEMRRRS: DESAMARRERA
AAADEENPRTT: PETARADANTE
AAADEEPRRST: ESTRAPADERA
             PETARADERAS
             READAPTERAS
AAADEEPRSST: PETARADASSE
             READAPTASSE
AAADEEPRSTT: PETARADATES
             READAPTATES
AAADEFFINRR: AFFRIANDERA
AAADEFGINSS: FAISANDAGES
AAADEFGIRSS: DESAGRAFAIS
AAADEFGIRST: DESAGRAFAIT
AAADEFGNRST: DESAGRAFANT
AAADEFIINRS: FAISANDERAI
AAADEFIKNRR: AFRIKAANDER
AAADEFIMNSS: FAISANDAMES
AAADEFINRSS: FAISANDERAS
AAADEFINSSS: FAISANDASSE
AAADEFINSST: FAISANDATES
AAADEFINSUX: FAISANDEAUX
AAADEFISSST: ASSAFETIDAS
AAADEFLNORR: FARANDOLERA
AAADEGGLSUV: GALVAUDAGES
AAADEGILRUV: GALVAUDERAI
AAADEGIMRRU: MARGAUDERAI
AAADEGIMRUV: MARIVAUDAGE
AAADEGINRSV: DEVANAGARIS
AAADEGIRSUV: SAUVEGARDAI
AAADEGLMSUV: GALVAUDAMES
AAADEGLRSUV: GALVAUDERAS
AAADEGLSSUV: GALVAUDASSE
AAADEGLSTUV: GALVAUDATES
AAADEGMMRSU: MARGAUDAMES
AAADEGMRRSU: MARGAUDERAS
AAADEGMRSSU: MARGAUDASSE
AAADEGMRSTU: MARGAUDATES
AAADEGRSSUV: SAUVEGARDAS
AAADEGRSTUV: SAUVEGARDAT
AAADEHINRST: HASARDAIENT
AAADEHIRRSS: HASARDERAIS
AAADEHIRRST: HASARDERAIT
AAADEHLNPRS: APHELANDRAS
AAADEHRSSSS: HASARDASSES
AAADEIILLRT: TAILLADERAI
AAADEIILNSS: DENASALISAI
AAADEIIMNRT: DIAMANTAIRE
             DIAMANTERAI
AAADEIIMNST: DESAIMANTAI
             DESAMIANTAI
AAADEIIMORT: AMODIATAIRE
AAADEIINNNT: ANDAINAIENT
AAADEIINNRS: ANDAINERAIS
AAADEIINNRT: ANDAINERAIT
AAADEIINRTT: ANTIDATERAI
AAADEIIPPRS: DESAPPARIAI
AAADEIIPRST: DEPARASITAI
AAADEILLMST: TAILLADAMES
AAADEILLPRR: PAILLARDERA
AAADEILLPSS: LAPALISSADE
AAADEILLRST: TAILLADERAS
AAADEILLSST: TAILLADASSE
AAADEILLSTT: TAILLADATES
AAADEILMNNR: MANDARINALE
AAADEILMPRS: LAMPADAIRES
AAADEILNRSV: VANDALISERA
AAADEILNSSS: DENASALISAS
AAADEILNSST: DENASALISAT
AAADEILPRSS: PALISSADERA
AAADEILRSSS: SARLADAISES
AAADEIMMNST: DIAMANTAMES
AAADEIMNNST: ADAMANTINES
             ANTAMANIDES
AAADEIMNNTT: MANDATAIENT
AAADEIMNOTU: AMADOUAIENT
AAADEIMNRST: DIAMANTERAS
             MANDATAIRES
             MANDATERAIS
             TAMARINADES
AAADEIMNRSZ: MAZARINADES
AAADEIMNRTT: MANDATERAIT
AAADEIMNRTU: MARAUDAIENT
AAADEIMNSST: DAMASSAIENT
             DESAIMANTAS
             DESAMIANTAS
             DIAMANTASSE
AAADEIMNSTT: ANTIDATAMES
             DESAIMANTAT
             DESAMIANTAT
             DIAMANTATES
AAADEIMORSU: AMADOUERAIS
AAADEIMORTU: AMADOUERAIT
AAADEIMRRSS: DESAMARRAIS
AAADEIMRRST: DESAMARRAIT
             DRAMATISERA
AAADEIMRRSU: MARAUDERAIS
AAADEIMRRTU: MARAUDERAIT
AAADEIMRRUV: MARIVAUDERA
AAADEIMRSSS: DAMASSERAIS
AAADEIMRSST: DAMASSERAIT
AAADEINNSSS: ANDAINASSES
AAADEINRRTT: TARTARINADE
AAADEINRSTT: ANTIDATERAS
AAADEINRTTT: ATTARDAIENT
AAADEINRTTU: TARAUDAIENT
AAADEINRTUV: RAVAUDAIENT
AAADEINSSTT: ANTIDATASSE
AAADEINSTTT: ANTIDATATES
AAADEIPPRSS: DESAPPARIAS
AAADEIPPRST: DESAPPARIAT
AAADEIPRSST: DEPARASITAS
             ESTRAPADAIS
AAADEIPRSSZ: PARADASSIEZ
AAADEIPRSTT: DEPARASITAT
             ESTRAPADAIT
AAADEIPSSTZ: ADAPTASSIEZ
AAADEIPSTTV: ADAPTATIVES
AAADEIRRSTT: ATTARDERAIS
AAADEIRRSTU: TARAUDERAIS
AAADEIRRSUV: RAVAUDERAIS
AAADEIRRTTT: ATTARDERAIT
AAADEIRRTTU: TARAUDERAIT
AAADEIRRTUV: RAVAUDERAIT
AAADELMNRSS: SALAMANDRES
AAADELOPRSX: PARADOXALES
AAADEMNRRST: DESAMARRANT
AAADEMNSSST: MANDATASSES
AAADEMOSSSU: AMADOUASSES
AAADEMRSSSU: MARAUDASSES
AAADEMSSSSS: DAMASSASSES
AAADENNPRST: TRANSPADANE
AAADENPRSST: PARADASSENT
AAADENPRSTT: ESTRAPADANT
             PETARADANTS
AAADENPSSTT: ADAPTASSENT
AAADENQRSSU: SANDARAQUES
AAADENRSTTU: TARAUDANTES
AAADEPRSTTU: ADAPTATEURS
AAADERSSSTT: ATTARDASSES
AAADERSSSTU: TARAUDASSES
AAADERSSSUV: RAVAUDASSES
AAADFFIINRS: AFFRIANDAIS
AAADFFIINRT: AFFRIANDAIT
AAADFFIISSS: AFFADISSAIS
AAADFFIISST: AFFADISSAIT
AAADFFINNRT: AFFRIANDANT
AAADFFINSST: AFFADISSANT
AAADFIILMNS: FLAMANDISAI
AAADFILMNSS: FLAMANDISAS
AAADFILMNST: FLAMANDISAT
AAADFILNORS: FARANDOLAIS
AAADFILNORT: FARANDOLAIT
AAADFLNNORT: FARANDOLANT
AAADGHIIMPR: DIAPHRAGMAI
AAADGHIMPRS: DIAPHRAGMAS
AAADGHIMPRT: DIAPHRAGMAT
AAADGIILLRR: RAGAILLARDI
AAADGIILNOS: DIAGONALISA
AAADGIINRRR: RAGRANDIRAI
AAADGIINRRS: AGRANDIRAIS
AAADGIINRRT: AGRANDIRAIT
AAADGILNRTV: LANDGRAVIAT
AAADGINRRRS: RAGRANDIRAS
AAADHIILNST: THAILANDAIS
AAADIILLPRS: PAILLARDAIS
AAADIILLPRT: PAILLARDAIT
AAADIILMNOS: DOMANIALISA
AAADIILNSSV: VANDALISAIS
AAADIILNSTV: VANDALISAIT
AAADIILPPRU: APPLAUDIRAI
AAADIILPSSS: PALISSADAIS
AAADIILPSST: PALISSADAIT
AAADIIMNQSU: DAMASQUINAI
AAADIIMRSST: DRAMATISAIS
AAADIIMRSTT: DRAMATISAIT
AAADIIMRSUV: MARIVAUDAIS
AAADIIMRTUV: MARIVAUDAIT
AAADIIPRRST: DISPARAITRA
AAADIKNNRWY: KINYARWANDA
AAADILLNPRT: PAILLARDANT
AAADILLORSS: ASIADOLLARS
AAADILMOQRU: MAQUILADORA
AAADILNNSTV: VANDALISANT
AAADILNPSST: PALISSADANT
AAADILPPRSU: APPLAUDIRAS
AAADIMNNRST: MANDARINATS
AAADIMNNRUX: MANDARINAUX
AAADIMNQSSU: DAMASQUINAS
AAADIMNQSTU: DAMASQUINAT
AAADIMNRSTT: DRAMATISANT
AAADIMNRTUV: MARIVAUDANT
AAADINOPSTT: ADAPTATIONS
AAADLMMNNNS: LANDAMMANNS
AAADNNPRSST: TRANSPADANS
AAAEEEFFGMS: AFFEAGEAMES
AAAEEEFFGSS: AFFEAGEASSE
AAAEEEFFGST: AFFEAGEATES
AAAEEEGIMNR: REAMENAGEAI
AAAEEEGLMST: ETALAGEAMES
AAAEEEGLSST: ETALAGEASSE
AAAEEEGLSTT: ETALAGEATES
AAAEEEGMMNS: AMENAGEAMES
AAAEEEGMNRR: REAMENAGERA
AAAEEEGMNRS: REAMENAGEAS
AAAEEEGMNRT: REAMENAGEAT
AAAEEEGMNSS: AMENAGEASSE
AAAEEEGMNST: AMENAGEATES
AAAEEFFGIRS: AFFEAGERAIS
AAAEEFFGIRT: AFFEAGERAIT
AAAEEFINNRT: FAINEANTERA
AAAEEGGLMNT: METALANGAGE
AAAEEGGPSTU: PATAUGEAGES
AAAEEGILMNR: MANAGERIALE
AAAEEGILMTX: METAGALAXIE
AAAEEGILRST: ETALAGERAIS
AAAEEGILRTT: ETALAGERAIT
AAAEEGIMNNT: MANAGEAIENT
AAAEEGIMNRS: AMENAGERAIS
AAAEEGIMNRT: AMENAGERAIT
             RAMAGEAIENT
AAAEEGINPRZ: APANAGERIEZ
AAAEEGINPTT: TAPAGEAIENT
AAAEEGINRRR: REARRANGEAI
AAAEEGINRRS: ARGANERAIES
AAAEEGINRTV: RAVAGEAIENT
AAAEEGINSUV: ENSAUVAGEAI
AAAEEGIPRRT: REPARTAGEAI
AAAEEGIRRRR: ARRERAGERAI
AAAEEGIRRRS: ARRERAGEAIS
AAAEEGIRRRT: ARRERAGEAIT
AAAEEGLMMRZ: AMALGAMEREZ
AAAEEGLMSST: MATELASSAGE
AAAEEGMNRRS: ARRANGEAMES
AAAEEGMNSSS: MANAGEASSES
AAAEEGMPRRT: PARAMETRAGE
AAAEEGMPRST: PARTAGEAMES
AAAEEGMPSTU: PATAUGEAMES
AAAEEGMRSSS: RAMAGEASSES
AAAEEGNNPRT: APANAGERENT
AAAEEGNNPTU: PANNEAUTAGE
AAAEEGNNRRT: ARRANGEANTE
AAAEEGNPRTT: PARTAGEANTE
AAAEEGNRRRR: REARRANGERA
AAAEEGNRRRS: REARRANGEAS
AAAEEGNRRRT: ARRERAGEANT
             REARRANGEAT
AAAEEGNRRSS: ARRANGEASSE
AAAEEGNRRST: ARRANGEATES
AAAEEGNRSUV: ENSAUVAGERA
AAAEEGNRTVZ: AVANTAGEREZ
AAAEEGNSSUV: ENSAUVAGEAS
AAAEEGNSTUV: AVANTAGEUSE
             ENSAUVAGEAT
AAAEEGPRRRT: REPARTAGERA
AAAEEGPRRST: REPARTAGEAS
AAAEEGPRRTT: REPARTAGEAT
AAAEEGPRSST: PARTAGEASSE
             RAPETASSAGE
AAAEEGPRSTT: PARTAGEATES
AAAEEGPSSST: TAPAGEASSES
AAAEEGPSSTU: PATAUGEASSE
AAAEEGPSTTU: PATAUGEATES
AAAEEGRRRRS: ARRERAGERAS
AAAEEGRSSSV: RAVAGEASSES
AAAEEHINNRT: AHANERAIENT
AAAEEHPPRRS: PARAPHRASEE
AAAEEIILNRT: ALIENATAIRE
AAAEEILLPST: PALATALISEE
AAAEEILNRTV: AVALERAIENT
AAAEEINRRST: ARASERAIENT
AAAEELLPPRT: PREPALATALE
AAAEELLQRRU: AQUARELLERA
AAAEELMRSST: MATELASSERA
AAAEELNNSTT: ANTENATALES
AAAEELNORSV: AERONAVALES
AAAEEMPRRRT: PARAMETRERA
AAAEEMQRTUU: MAQUEREAUTA
AAAEEMRSSTT: METASTASERA
AAAEENNPRTU: PANNEAUTERA
AAAEENPPRRT: APPARENTERA
AAAEEPRRSST: RAPETASSERA
AAAEERRSTVX: EXTRAVASERA
AAAEFFGINPR: PARAFFINAGE
AAAEFFGIORU: AFFOUAGERAI
             AFFOURAGEAI
AAAEFFGIOSU: AFFOUAGEAIS
AAAEFFGIOTU: AFFOUAGEAIT
AAAEFFGNOTU: AFFOUAGEANT
AAAEFFGORRU: AFFOURAGERA
             AFFOURRAGEA
AAAEFFGORSU: AFFOUAGERAS
             AFFOURAGEAS
AAAEFFGORTU: AFFOURAGEAT
AAAEFFIINRT: AFFAIRAIENT
AAAEFFIINTT: AFFAITAIENT
AAAEFFIIRRS: AFFAIRERAIS
AAAEFFIIRRT: AFFAIRERAIT
AAAEFFIIRSS: AFFAISSERAI
AAAEFFIIRST: AFFAITERAIS
AAAEFFIIRTT: AFFAITERAIT
AAAEFFILSSZ: AFFALASSIEZ
AAAEFFIMSSS: AFFAISSAMES
AAAEFFIMSSZ: AFFAMASSIEZ
AAAEFFINPRR: PARAFFINERA
AAAEFFIRSSS: AFFAIRASSES
             AFFAISSERAS
AAAEFFISSSS: AFFAISSASSE
AAAEFFISSST: AFFAISSATES
             AFFAITASSES
AAAEFFLNSST: AFFALASSENT
AAAEFFMNSST: AFFAMASSENT
AAAEFGINRRT: RAGRAFAIENT
AAAEFGINRRU: NAUFRAGERAI
AAAEFGINRSU: NAUFRAGEAIS
AAAEFGINRTU: NAUFRAGEAIT
AAAEFGIRRRS: RAGRAFERAIS
AAAEFGIRRRT: RAGRAFERAIT
AAAEFGIRSSZ: AGRAFASSIEZ
AAAEFGNNRTU: NAUFRAGEANT
AAAEFGNRRSU: NAUFRAGERAS
AAAEFGNRSST: AGRAFASSENT
AAAEFGRRSSS: RAGRAFASSES
AAAEFIINNST: FAINEANTAIS
AAAEFIINNTT: FAINEANTAIT
AAAEFIINRST: FANATISERAI
AAAEFILMNST: MALFAISANTE
AAAEFILRSSZ: RAFALASSIEZ
AAAEFIMNRST: FANTASMERAI
AAAEFIMNSST: FANATISAMES
AAAEFINNNTT: FAINEANTANT
AAAEFINNRST: SAFRANAIENT
AAAEFINNSUX: FAISANNEAUX
AAAEFINRRSS: SAFRANERAIS
AAAEFINRRST: SAFRANERAIT
AAAEFINRSST: FANATISERAS
AAAEFINSSST: FANATISASSE
AAAEFINSSTT: FANATISATES
AAAEFIPRSSZ: PARAFASSIEZ
AAAEFLNRSST: RAFALASSENT
AAAEFMMNSST: FANTASMAMES
AAAEFMNRSST: FANTASMERAS
AAAEFMNSSST: FANTASMASSE
AAAEFMNSSTT: FANTASMATES
AAAEFNPRSST: PARAFASSENT
AAAEFNRSSSS: SAFRANASSES
AAAEGGILNSS: ANGLAISAGES
AAAEGGIMNSS: MAGASINAGES
AAAEGGINRTV: AGGRAVAIENT
AAAEGGIRRRS: GARGARISERA
AAAEGGIRRSV: AGGRAVERAIS
AAAEGGIRRTV: AGGRAVERAIT
AAAEGGNRSTV: AGGRAVANTES
AAAEGGRSSSV: AGGRAVASSES
AAAEGHINRRU: HARANGUERAI
AAAEGHLPSST: ASPHALTAGES
AAAEGHMNRSU: HARANGUAMES
AAAEGHNRRSU: HARANGUERAS
AAAEGHNRSSU: HARANGUASSE
AAAEGHNRSTU: HARANGUATES
AAAEGHPPRRS: PARAGRAPHES
AAAEGIILNRS: ANGLAISERAI
AAAEGIIMMNS: EMMAGASINAI
AAAEGIIMNRS: MAGASINERAI
AAAEGIINNRT: AGRAINAIENT
AAAEGIINPRS: PAGANISERAI
AAAEGIINRRS: AGRAINERAIS
AAAEGIINRRT: AGRAINERAIT
AAAEGIKNNSS: KANANGAISES
AAAEGIKNSST: KATANGAISES
AAAEGILLPRS: RAPAILLAGES
AAAEGILMNSS: ANGLAISAMES
AAAEGILNPTU: ALPAGUAIENT
AAAEGILNRSS: ANGLAISERAS
AAAEGILNRSV: GALVANISERA
AAAEGILNSSS: ANGLAISASSE
AAAEGILNSST: ANGLAISATES
AAAEGILOSSU: OUAGALAISES
AAAEGILPRSU: ALPAGUERAIS
AAAEGILPRTU: ALPAGUERAIT
AAAEGILPSST: APLATISSAGE
AAAEGIMMNSS: EMMAGASINAS
             MAGASINAMES
AAAEGIMMNST: EMMAGASINAT
AAAEGIMNPSS: PAGANISAMES
AAAEGIMNRSS: MAGASINERAS
AAAEGIMNRUX: MANAGERIAUX
AAAEGIMNSSS: MAGASINASSE
AAAEGIMNSST: MAGASINATES
AAAEGIMNSSZ: MAGANASSIEZ
AAAEGIMNSTT: ANASTIGMATE
AAAEGINORSS: ARAGONAISES
AAAEGINOTTU: TATAOUINAGE
AAAEGINPRRS: PARRAINAGES
AAAEGINPRSS: ASPARAGINES
             PAGANISERAS
AAAEGINPSSS: PAGANISASSE
AAAEGINPSST: APANAGISTES
             PAGANISATES
AAAEGINRRRS: ARRANGERAIS
AAAEGINRRRT: ARRANGERAIT
AAAEGINRSSS: AGRAINASSES
AAAEGIPRRST: PARTAGERAIS
             RAPATRIAGES
AAAEGIPRRTT: PARTAGERAIT
AAAEGIPRSST: PARASITAGES
AAAEGIPRSTU: PATAUGERAIS
AAAEGIPRTTU: PATAUGERAIT
AAAEGIPSSYZ: PAGAYASSIEZ
AAAEGIQRRTU: QUARTAGERAI
AAAEGIQRSTU: QUARTAGEAIS
AAAEGIQRTTU: QUARTAGEAIT
AAAEGIRTUVX: EXTRAVAGUAI
AAAEGLNNNST: ENSANGLANTA
AAAEGLPSSSU: ALPAGUASSES
AAAEGMMNRRU: ANAGRAMMEUR
AAAEGMNNSST: MAGANASSENT
AAAEGMNNSUY: MANAGUAYENS
AAAEGMOSSTU: AUTOMASSAGE
AAAEGMQRSTU: MATRAQUAGES
AAAEGNNOPRS: APANAGERONS
AAAEGNNOPRT: APANAGERONT
AAAEGNNOSTV: AVANTAGEONS
AAAEGNNRRST: ARRANGEANTS
AAAEGNPRSTT: PARTAGEANTS
AAAEGNPRSUY: PARAGUAYENS
AAAEGNPSSTY: PAGAYASSENT
AAAEGNQRTTU: QUARTAGEANT
AAAEGNRRSTW: WARRANTAGES
AAAEGNRTTVX: EXTRAVAGANT
AAAEGOPRTTU: AUTOPARTAGE
AAAEGPRRSTT: RATTRAPAGES
AAAEGQRRSTU: QUARTAGERAS
AAAEGRSTUVX: EXTRAVAGUAS
AAAEGRTTUVX: EXTRAVAGUAT
AAAEHIIMNST: ANATHEMISAI
AAAEHIINSTU: EUTHANASIAI
AAAEHILNPXY: ANAPHYLAXIE
AAAEHILPRST: ASPHALTERAI
AAAEHILRSTT: THEATRALISA
AAAEHIMMSTT: MATHEMATISA
AAAEHIMNSST: ANATHEMISAS
AAAEHIMNSTT: ANATHEMISAT
AAAEHINPPRT: PARAPHAIENT
AAAEHINRSST: HARASSAIENT
AAAEHINSSTU: EUTHANASIAS
AAAEHINSTTU: EUTHANASIAT
AAAEHIPPRRS: PARAPHERAIS
AAAEHIPPRRT: PARAPHERAIT
AAAEHIPPRSS: PARAPHASIES
AAAEHIRRSSS: HARASSERAIS
AAAEHIRRSST: HARASSERAIT
