AAAABDIRRT: ABATARDIRA
AAACIRSSTT: TRACASSAIT
AAACIRSTTU: ACTUARIATS
AAACLNSTTY: CATALYSANT
AAACLPSTTU: CATAPULTAS
AAACLPTTTU: CATAPULTAT
AAACMNRSST: MASSACRANT
AAACNNOPTT: PANNACOTTA
AAACNOPRST: CARAPATONS
AAACNOSSTV: AVOCASSANT
AAACNPRTTU: CRAPAUTANT
AAACNRSSTT: TRACASSANT
AAACOPRRST: RACRAPOTAS
AAACOPRRTT: RACRAPOTAT
AAADDEHMRY: HAMADRYADE
AAADDEIPST: DESADAPTAI
AAADDEPSST: DESADAPTAS
AAADDEPSTT: DESADAPTAT
AAADEEGPRT: DEPARTAGEA
AAADEEIMNR: AMANDERAIE
AAADEEPRRT: PETARADERA
            READAPTERA
AAADEFGINS: FAISANDAGE
AAADEFGIRS: DESAGRAFAI
AAADEFGRSS: DESAGRAFAS
AAADEFGRST: DESAGRAFAT
AAADEFINRS: FAISANDERA
AAADEFINSU: FAISANDEAU
AAADEFISST: ASSAFETIDA
AAADEGGLNS: GALANDAGES
AAADEGGLUV: GALVAUDAGE
AAADEGINNS: ANDAINAGES
AAADEGINRS: GANADERIAS
AAADEGINRV: DEVANAGARI
AAADEGLRUV: GALVAUDERA
AAADEGMRRU: MARGAUDERA
AAADEGMRSU: MARAUDAGES
AAADEGNRST: ADRAGANTES
AAADEGRSTU: TARAUDAGES
AAADEGRSUV: RAVAUDAGES
            SAUVEGARDA
AAADEHIRRS: HASARDERAI
AAADEHLNPR: APHELANDRA
AAADEHMRSS: HASARDAMES
AAADEHRRSS: HASARDERAS
AAADEHRSSS: HASARDASSE
AAADEHRSST: HASARDATES
AAADEHRSTV: THERAVADAS
AAADEIINNR: ANDAINERAI
AAADEILLRT: TAILLADERA
AAADEILMPR: LAMPADAIRE
AAADEILNSS: DENASALISA
AAADEILRSS: SARLADAISE
AAADEILRSV: LAVADAIRES
AAADEIMNNS: ANDAINAMES
AAADEIMNNT: ADAMANTINE
            ANTAMANIDE
AAADEIMNRT: DIAMANTERA
            MANDATAIRE
            MANDATERAI
            TAMARINADE
AAADEIMNRZ: MAZARINADE
AAADEIMNST: DESAIMANTA
            DESAMIANTA
AAADEIMORU: AMADOUERAI
AAADEIMRRS: DESAMARRAI
AAADEIMRRU: MARAUDERAI
AAADEIMRSS: DAMASSERAI
AAADEINNRS: ANDAINERAS
AAADEINNSS: ANDAINASSE
AAADEINNST: ANDAINATES
AAADEINPRT: PARADAIENT
AAADEINPTT: ADAPTAIENT
AAADEINRTT: ANTIDATERA
AAADEIPPRS: DESAPPARIA
AAADEIPRRS: PARADERAIS
AAADEIPRRT: PARADERAIT
AAADEIPRST: ADAPTERAIS
            DEPARASITA
            ESTRAPADAI
            PETARADAIS
            READAPTAIS
AAADEIPRTT: ADAPTERAIT
            PETARADAIT
            READAPTAIT
AAADEIPTTV: ADAPTATIVE
AAADEIRRTT: ATTARDERAI
AAADEIRRTU: TARAUDERAI
AAADEIRRUV: RAVAUDERAI
AAADELMNRS: SALAMANDRE
AAADELNRSX: ALEXANDRAS
AAADELOPRX: PARADOXALE
AAADEMMNST: MANDATAMES
AAADEMMOSU: AMADOUAMES
AAADEMMRSU: MARAUDAMES
AAADEMMSSS: DAMASSAMES
AAADEMNRST: MANDATERAS
AAADEMNSST: MANDATASSE
AAADEMNSTT: MANDATATES
AAADEMORSU: AMADOUERAS
AAADEMOSSU: AMADOUASSE
AAADEMOSTU: AMADOUATES
AAADEMRRSS: DESAMARRAS
AAADEMRRST: DESAMARRAT
AAADEMRRSU: MARAUDERAS
AAADEMRSSS: DAMASSERAS
AAADEMRSSU: MARAUDASSE
AAADEMRSTT: ATTARDAMES
AAADEMRSTU: MARAUDATES
            TARAUDAMES
AAADEMRSUV: RAVAUDAMES
AAADEMSSSS: DAMASSASSE
AAADEMSSST: DAMASSATES
AAADENPRTT: PETARADANT
            READAPTANT
AAADENQRSU: SANDARAQUE
AAADENRTTU: TARAUDANTE
AAADEOPSTZ: ZAPATEADOS
AAADEPRSSS: PARADASSES
AAADEPRSST: ESTRAPADAS
AAADEPRSTT: ATTRAPADES
            ESTRAPADAT
AAADEPRTTU: ADAPTATEUR
AAADEPSSST: ADAPTASSES
AAADERRSTT: ATTARDERAS
AAADERRSTU: TARAUDERAS
AAADERRSUV: RAVAUDERAS
AAADERSSTT: ATTARDASSE
AAADERSSTU: TARAUDASSE
AAADERSSUV: RAVAUDASSE
AAADERSTTT: ATTARDATES
AAADERSTTU: TARAUDATES
AAADERSTUV: RAVAUDATES
AAADFFIINR: AFFRIANDAI
AAADFFIIRS: AFFADIRAIS
AAADFFIIRT: AFFADIRAIT
AAADFFINRS: AFFRIANDAS
AAADFFINRT: AFFRIANDAT
AAADFIINSS: FAISANDAIS
AAADFIINST: FAISANDAIT
AAADFILMNS: FLAMANDISA
AAADFILNOR: FARANDOLAI
AAADFINNST: FAISANDANT
AAADFIPSTT: ADAPTATIFS
AAADFLNORS: FARANDOLAS
AAADFLNORT: FARANDOLAT
AAADFNNORS: NANOFARADS
AAADGHIMPR: DIAPHRAGMA
AAADGIINRR: AGRANDIRAI
AAADGILSUV: GALVAUDAIS
AAADGILTUV: GALVAUDAIT
AAADGIMRSU: MARGAUDAIS
AAADGIMRTU: MARGAUDAIT
AAADGINRRR: RAGRANDIRA
AAADGINRRS: AGRANDIRAS
AAADGLNTUV: GALVAUDANT
AAADGMNRTU: MARGAUDANT
AAADIILLPR: PAILLARDAI
AAADIILLST: TAILLADAIS
AAADIILLTT: TAILLADAIT
AAADIILNSV: VANDALISAI
AAADIILPSS: PALISSADAI
AAADIIMNST: DIAMANTAIS
AAADIIMNTT: DIAMANTAIT
AAADIIMRST: DRAMATISAI
AAADIIMRUV: MARIVAUDAI
AAADIINSTT: ANTIDATAIS
AAADIINTTT: ANTIDATAIT
AAADILLNTT: TAILLADANT
AAADILLORS: ASIADOLLAR
AAADILLPRS: PAILLARDAS
AAADILLPRT: PAILLARDAT
AAADILMNNR: MANDARINAL
AAADILNSSV: VANDALISAS
AAADILNSTV: VANDALISAT
AAADILPPRU: APPLAUDIRA
AAADILPSSS: PALISSADAS
AAADILPSST: PALISSADAT
AAADIMNNRT: MANDARINAT
AAADIMNNST: ADAMANTINS
AAADIMNNTT: DIAMANTANT
AAADIMNQSU: DAMASQUINA
AAADIMNRSU: MAURANDIAS
AAADIMOPRS: DIAPORAMAS
AAADIMRSST: DRAMATISAS
AAADIMRSTT: DRAMATISAT
AAADIMRSUV: MARIVAUDAS
AAADIMRTUV: MARIVAUDAT
AAADINNTTT: ANTIDATANT
AAADINOPTT: ADAPTATION
AAADINRRST: ANTIRADARS
AAADLMMNNN: LANDAMMANN
AAADLMMOPS: MADAPOLAMS
AAADNNPRST: TRANSPADAN
AAADNRSTTU: TARAUDANTS
AAADOPRUXX: PARADOXAUX
AAADPPRRSS: SPARADRAPS
AAAEEEGMNR: REAMENAGEA
AAAEEFFGIR: AFFEAGERAI
AAAEEFFGIS: AFFEAGEAIS
AAAEEFFGIT: AFFEAGEAIT
AAAEEFFGNT: AFFEAGEANT
AAAEEFFGRS: AFFEAGERAS
AAAEEGGPTU: PATAUGEAGE
AAAEEGILRT: ETALAGERAI
AAAEEGILST: ETALAGEAIS
AAAEEGILTT: ETALAGEAIT
AAAEEGIMNR: AMENAGERAI
AAAEEGIMNS: AMENAGEAIS
AAAEEGIMNT: AMENAGEAIT
AAAEEGINRR: ARGANERAIE
AAAEEGIRRR: ARRERAGEAI
AAAEEGLMMS: AMALGAMEES
AAAEEGLNTT: ETALAGEANT
AAAEEGLRST: ETALAGERAS
AAAEEGMMNS: MANAGEAMES
AAAEEGMMRS: RAMAGEAMES
AAAEEGMNNT: AMENAGEANT
AAAEEGMNRS: AMENAGERAS
AAAEEGMNSS: MANAGEASSE
AAAEEGMNST: MANAGEATES
AAAEEGMPST: TAPAGEAMES
AAAEEGMRSS: RAMAGEASSE
AAAEEGMRST: RAMAGEATES
AAAEEGMRSV: RAVAGEAMES
AAAEEGNPRS: APANAGERES
AAAEEGNPRZ: APANAGEREZ
AAAEEGNRRR: REARRANGEA
AAAEEGNSTV: AVANTAGEES
AAAEEGNSUV: ENSAUVAGEA
AAAEEGPRRT: REPARTAGEA
AAAEEGPSST: TAPAGEASSE
AAAEEGPSTT: TAPAGEATES
AAAEEGRRRR: ARRERAGERA
AAAEEGRRRS: ARRERAGEAS
AAAEEGRRRT: ARRERAGEAT
AAAEEGRSSV: RAVAGEASSE
AAAEEGRSTV: RAVAGEATES
AAAEEINNRS: ANANERAIES
AAAEELNNTT: ANTENATALE
AAAEELNORV: AERONAVALE
AAAEFFGIOU: AFFOUAGEAI
AAAEFFGIST: AFFAITAGES
AAAEFFGORU: AFFOUAGERA
            AFFOURAGEA
AAAEFFGOSU: AFFOUAGEAS
AAAEFFGOTU: AFFOUAGEAT
AAAEFFIIRR: AFFAIRERAI
AAAEFFIIRT: AFFAITERAI
AAAEFFILNT: AFFALAIENT
AAAEFFILRS: AFFALERAIS
AAAEFFILRT: AFFALERAIT
AAAEFFIMNT: AFFAMAIENT
AAAEFFIMRS: AFFAIRAMES
            AFFAMERAIS
AAAEFFIMRT: AFFAMERAIT
AAAEFFIMST: AFFAITAMES
AAAEFFIRRS: AFFAIRERAS
AAAEFFIRSS: AFFAIRASSE
            AFFAISSERA
AAAEFFIRST: AFFAIRATES
            AFFAITERAS
AAAEFFISST: AFFAITASSE
AAAEFFISTT: AFFAITATES
AAAEFFLSSS: AFFALASSES
AAAEFFMSSS: AFFAMASSES
AAAEFGINRT: AGRAFAIENT
AAAEFGINRU: NAUFRAGEAI
AAAEFGIRRR: RAGRAFERAI
AAAEFGIRRS: AGRAFERAIS
AAAEFGIRRT: AGRAFERAIT
AAAEFGMRRS: RAGRAFAMES
AAAEFGNRRU: NAUFRAGERA
AAAEFGNRSU: NAUFRAGEAS
AAAEFGNRTU: NAUFRAGEAT
AAAEFGRRRS: RAGRAFERAS
AAAEFGRRSS: RAGRAFASSE
AAAEFGRRST: RAGRAFATES
AAAEFGRSSS: AGRAFASSES
AAAEFIINNT: FAINEANTAI
AAAEFILNRT: RAFALAIENT
AAAEFILRRS: RAFALERAIS
AAAEFILRRT: RAFALERAIT
AAAEFINNST: FAINEANTAS
AAAEFINNSU: FAISANNEAU
AAAEFINNTT: FAINEANTAT
AAAEFINPRT: PARAFAIENT
AAAEFINRRS: SAFRANERAI
AAAEFINRST: FANATISERA
AAAEFIPRRS: PARAFERAIS
AAAEFIPRRT: PARAFERAIT
AAAEFLRSSS: RAFALASSES
AAAEFMNRSS: SAFRANAMES
AAAEFMNRST: FANTASMERA
AAAEFNRRSS: SAFRANERAS
AAAEFNRSSS: SAFRANASSE
AAAEFNRSST: SAFRANATES
AAAEFPRSSS: PARAFASSES
AAAEGGILNS: ANGLAISAGE
AAAEGGIMNS: MAGASINAGE
AAAEGGINRS: AGRAINAGES
AAAEGGIRRV: AGGRAVERAI
AAAEGGMRSV: AGGRAVAMES
AAAEGGNRTV: AGGRAVANTE
AAAEGGRRSV: AGGRAVERAS
AAAEGGRSSV: AGGRAVASSE
AAAEGGRSTV: AGGRAVATES
AAAEGHLPPS: ALPHAPAGES
AAAEGHLPST: ASPHALTAGE
AAAEGHNPST: AGAPANTHES
AAAEGHNRRU: HARANGUERA
AAAEGHPPRR: PARAGRAPHE
AAAEGIINRR: AGRAINERAI
AAAEGIIPRS: PAGAIERAIS
AAAEGIIPRT: PAGAIERAIT
AAAEGIKNNS: KANANGAISE
AAAEGIKNST: KATANGAISE
AAAEGILLPR: RAPAILLAGE
AAAEGILMMZ: AMALGAMIEZ
AAAEGILMNR: MANAGERIAL
AAAEGILNRS: ANGLAISERA
AAAEGILOSU: OUAGALAISE
AAAEGILPRU: ALPAGUERAI
AAAEGIMMNS: EMMAGASINA
AAAEGIMNNT: MAGANAIENT
AAAEGIMNRS: AGRAINAMES
            AMARINAGES
            MAGANERAIS
            MAGASINERA
            MANAGERAIS
AAAEGIMNRT: MAGANERAIT
            MANAGERAIT
AAAEGIMRRS: RAMAGERAIS
AAAEGIMRRT: RAMAGERAIT
AAAEGINORS: ARAGONAISE
AAAEGINPRR: PARRAINAGE
AAAEGINPRS: ASPARAGINE
            PAGANISERA
AAAEGINPST: APANAGISTE
AAAEGINPTY: PAGAYAIENT
AAAEGINRRR: ARRANGERAI
AAAEGINRRS: AGRAINERAS
            ARRANGEAIS
AAAEGINRRT: ARRANGEAIT
AAAEGINRSS: AGRAINASSE
AAAEGINRST: AGRAINATES
AAAEGINTVZ: AVANTAGIEZ
AAAEGIPPRS: APPAIRAGES
AAAEGIPRRT: PARTAGERAI
            RAPATRIAGE
AAAEGIPRST: PARASITAGE
            PARTAGEAIS
            TAPAGERAIS
AAAEGIPRSY: PAGAYERAIS
AAAEGIPRTT: PARTAGEAIT
            TAPAGERAIT
AAAEGIPRTU: PATAUGERAI
AAAEGIPRTY: PAGAYERAIT
AAAEGIPSTU: PATAUGEAIS
AAAEGIPTTU: PATAUGEAIT
AAAEGIQRTU: QUARTAGEAI
AAAEGIRRSV: RAVAGERAIS
AAAEGIRRTV: RAVAGERAIT
AAAEGLMMNT: AMALGAMENT
AAAEGLMPSU: ALPAGUAMES
AAAEGLNNSS: SALANGANES
AAAEGLPRSU: ALPAGUERAS
AAAEGLPSSU: ALPAGUASSE
AAAEGLPSTU: ALPAGUATES
AAAEGLRSST: ASTRAGALES
AAAEGMMNRS: ANAGRAMMES
AAAEGMNNST: MANGANATES
AAAEGMNNUY: MANAGUAYEN
AAAEGMNSSS: MAGANASSES
AAAEGMQRTU: MATRAQUAGE
AAAEGMRSSS: RAMASSAGES
AAAEGNNOPS: APANAGEONS
AAAEGNNRRT: ARRANGEANT
AAAEGNNTTV: AVANTAGENT
AAAEGNPRTT: PARTAGEANT
AAAEGNPRUY: PARAGUAYEN
AAAEGNPTTU: PATAUGEANT
AAAEGNRRRS: ARRANGERAS
AAAEGNRRTW: WARRANTAGE
AAAEGNTUVX: AVANTAGEUX
AAAEGPRRST: PARTAGERAS
AAAEGPRRTT: RATTRAPAGE
AAAEGPRSTT: ATTRAPAGES
AAAEGPRSTU: PATAUGERAS
AAAEGPRSUX: GASPAREAUX
AAAEGPSSSY: PAGAYASSES
AAAEGQRRTU: QUARTAGERA
AAAEGQRSTU: QUARTAGEAS
AAAEGQRTTU: QUARTAGEAT
AAAEGRTUVX: EXTRAVAGUA
AAAEHIMNST: ANATHEMISA
AAAEHINSSV: HAVANAISES
AAAEHINSSZ: AHANASSIEZ
AAAEHINSTU: EUTHANASIA
AAAEHIPPRR: PARAPHERAI
AAAEHIPPRS: PARAPHASIE
AAAEHIRRSS: HARARAISES
            HARASSERAI
AAAEHLPRST: ASPHALTERA
AAAEHMPPRS: PARAPHAMES
AAAEHMRSSS: HARASSAMES
AAAEHNNSST: AHANASSENT
AAAEHNRSST: HARASSANTE
AAAEHPPRRS: PARAPHERAS
            PARAPHRASE
AAAEHPPRSS: PARAPHASSE
AAAEHPPRST: PARAPHATES
AAAEHRRSSS: HARASSERAS
AAAEHRSSSS: HARASSASSE
AAAEHRSSST: HARASSATES
AAAEIIKNSS: ANISAKIASE
AAAEIILLRT: ALLAITERAI
AAAEIILRRS: SALARIERAI
AAAEIILRSV: AVALISERAI
AAAEIIMNRR: AMARINERAI
AAAEIIMNRT: AIMANTERAI
AAAEIINNRT: ANEANTIRAI
AAAEIINPST: APAISAIENT
AAAEIINRTV: AVARIAIENT
AAAEIINSTW: TAIWANAISE
AAAEIIPPRR: APPAIRERAI
            APPARIERAI
AAAEIIPPRT: PIAPIATERA
AAAEIIPRSS: APAISERAIS
AAAEIIPRST: APAISERAIT
AAAEIIRRSV: AVARIERAIS
AAAEIIRRTV: AVARIERAIT
AAAEIJNSSV: JAVANAISES
AAAEIKLMPS: KAMPALAISE
AAAEILLMST: ALLAITAMES
AAAEILLNTT: ALLAITANTE
AAAEILLPPR: APPAREILLA
AAAEILLPRR: RAPAILLERA
AAAEILLPST: PALATALISE
            PALATIALES
AAAEILLQRU: AQUARELLAI
AAAEILLRSS: ASSAILLERA
            SALARIALES
AAAEILLRST: ALLAITERAS
AAAEILLSST: ALLAITASSE
AAAEILLSTT: ALLAITATES
AAAEILMNQU: AQUAMANILE
AAAEILMNRT: ALARMAIENT
AAAEILMNST: MALAISANTE
AAAEILMNTX: MALAXAIENT
AAAEILMRRS: ALARMERAIS
AAAEILMRRT: ALARMERAIT
AAAEILMRSS: SALARIAMES
AAAEILMRSX: MALAXERAIS
AAAEILMRTX: MALAXERAIT
AAAEILMSST: MATELASSAI
AAAEILMSSV: AVALISAMES
AAAEILNNSV: VALAISANNE
AAAEILNPSS: ANAPLASIES
AAAEILNPST: ANAPLASTIE
            PLATANAIES
AAAEILNRSS: NASALISERA
AAAEILNRST: ARTISANALE
AAAEILNRSY: ANALYSERAI
AAAEILNRTV: RAVALAIENT
AAAEILRRSS: SALARIERAS
AAAEILRRSV: RAVALERAIS
AAAEILRRTV: RAVALERAIT
AAAEILRSSS: SALARIASSE
AAAEILRSST: SALARIATES
AAAEILRSSV: AVALISERAS
AAAEILSSSV: AVALISASSE
AAAEILSSTV: AVALISATES
AAAEILSSVZ: AVALASSIEZ
AAAEIMMNRS: AMARINAMES
AAAEIMMNST: AIMANTAMES
AAAEIMNRRS: AMARINERAS
AAAEIMNRRT: AMARRAIENT
AAAEIMNRSS: AMARINASSE
AAAEIMNRST: AIMANTERAS
            AMARINATES
AAAEIMNSST: AIMANTASSE
            AMASSAIENT
AAAEIMNSTT: AIMANTATES
AAAEIMNTTV: TAMATAVIEN
AAAEIMPPRS: APPAIRAMES
            APPARIAMES
AAAEIMPRRT: PARAMETRAI
AAAEIMRRRS: AMARRERAIS
AAAEIMRRRT: AMARRERAIT
AAAEIMRRSS: RAMASSERAI
AAAEIMRSSS: AMASSERAIS
AAAEIMRSST: AMASSERAIT
AAAEIMSSSS: ASSAMAISES
AAAEIMSSTT: METASTASAI
AAAEINNPTU: PANNEAUTAI
AAAEINNPTV: PAVANAIENT
AAAEINNRST: ANEANTIRAS
AAAEINPPRT: APPARENTAI
AAAEINPPTT: APPATAIENT
AAAEINPRRR: PARRAINERA
AAAEINPRSV: PAVANERAIS
AAAEINPRTV: PAVANERAIT
AAAEINPSST: APAISANTES
AAAEINQRRU: ARNAQUERAI
AAAEINRRRT: NARRATAIRE
AAAEINRRSV: NAVARRAISE
AAAEINRRSY: ARYANISERA
AAAEINRRTT: RATATINERA
AAAEINSSST: ASTANAISES
AAAEINSTTV: SAVATAIENT
AAAEINSTUV: VANUATAISE
AAAEIPPRRR: RAPPARIERA
AAAEIPPRRS: APPAIRERAS
            APPARIERAS
            REAPPARAIS
AAAEIPPRRT: APPARAITRE
            REAPPARAIT
AAAEIPPRRV: VARAPPERAI
AAAEIPPRSS: APPAIRASSE
            APPARAISSE
            APPARIASSE
AAAEIPPRST: APPAIRATES
            APPARIATES
            APPATERAIS
AAAEIPPRTT: APPATERAIT
AAAEIPRRRT: RAPATRIERA
            REPARAITRA
AAAEIPRRST: PARASITERA
AAAEIPRRTT: ATTRAPERAI
AAAEIPRSST: RAPETASSAI
AAAEIPSSSS: APAISASSES
AAAEIQRTTU: ATTAQUERAI
AAAEIQRTUX: ATARAXIQUE
AAAEIRRSSS: RASSASIERA
AAAEIRSSSV: AVARIASSES
AAAEIRSSSZ: ARASASSIEZ
AAAEIRSSTV: SAVATERAIS
AAAEIRSTTV: SAVATERAIT
AAAEIRSTVX: EXTRAVASAI
AAAELLNPST: PANATELLAS
AAAELLPPRT: PREPALATAL
AAAELLPRSX: PARALLAXES
AAAELLQRSU: AQUARELLAS
AAAELLQRTU: AQUARELLAT
AAAELMNRST: ALARMANTES
AAAELMNSSY: ANALYSAMES
AAAELMORTU: AUTOALARME
AAAELMRSSS: ALARMASSES
AAAELMSSST: MATELASSAS
AAAELMSSSX: MALAXASSES
AAAELMSSTT: MATELASSAT
AAAELNNSTT: ANTENATALS
AAAELNNSTY: ANALYSANTE
AAAELNORSV: AERONAVALS
AAAELNPQRU: PALANQUERA
AAAELNPQSU: AQUAPLANES
AAAELNRSSY: ANALYSERAS
AAAELNRSTT: TARLATANES
AAAELNSSSY: ANALYSASSE
AAAELNSSTV: AVALASSENT
AAAELNSSTY: ANALYSATES
AAAELOTUUV: AUTOEVALUA
AAAELPRRSY: PARALYSERA
AAAELRSSSV: RAVALASSES
AAAELSSSVV: VAVASSALES
AAAEMMRSSS: RAMASSAMES
AAAEMNQRSU: ARNAQUAMES
AAAEMNRSST: ASSARMENTA
AAAEMPPRSV: VARAPPAMES
AAAEMPRRST: PARAMETRAS
AAAEMPRRTT: PARAMETRAT
AAAEMPRSST: ASPARTAMES
AAAEMPRSTT: ATTRAPAMES
AAAEMQRRTU: MATRAQUERA
AAAEMQSTTU: ATTAQUAMES
AAAEMRRSSS: AMARRASSES
            RAMASSERAS
AAAEMRSSSS: RAMASSASSE
AAAEMRSSST: RAMASSATES
AAAEMSSSSS: AMASSASSES
AAAEMSSSTT: METASTASAS
AAAEMSSTTT: METASTASAT
AAAENNPSTU: PANNEAUTAS
AAAENNPTTU: PANNEAUTAT
AAAENNTTUX: ANTENATAUX
AAAENNTUUV: VANUATUANE
AAAENPPRST: APPARENTAS
AAAENPPRTT: APPARENTAT
AAAENPSSSV: PAVANASSES
AAAENQRRSU: ARNAQUERAS
AAAENQRSSU: ANASARQUES
            ARNAQUASSE
AAAENQRSTU: ARNAQUATES
AAAENQSTUU: AQUANAUTES
AAAENQTTTU: ATTAQUANTE
AAAENRRRTW: WARRANTERA
AAAENRSSST: ARASASSENT
AAAENRTTTY: ATTRAYANTE
AAAEOPRSTU: APATOSAURE
AAAEPPRRSV: VARAPPERAS
AAAEPPRSSV: VARAPPASSE
AAAEPPRSTV: VARAPPATES
AAAEPPSSST: APPATASSES
AAAEPRRRTT: RATTRAPERA
AAAEPRRSTT: ATTRAPERAS
AAAEPRSSST: ESTRAPASSA
            PATARASSES
            RAPETASSAS
AAAEPRSSTT: ATTRAPASSE
            RAPETASSAT
AAAEPRSTTT: ATTRAPATES
AAAEQRRTTU: RATTAQUERA
AAAEQRSTTU: ATTAQUERAS
AAAEQSSTTU: ATTAQUASSE
AAAEQSTTTU: ATTAQUATES
AAAERSSTVX: EXTRAVASAS
AAAERSTTVX: EXTRAVASAT
AAAESSSSTV: SAVATASSES
AAAFFIINPR: PARAFFINAI
AAAFFIISSS: AFFAISSAIS
AAAFFIISST: AFFAISSAIT
AAAFFINPRS: PARAFFINAS
AAAFFINPRT: PARAFFINAT
AAAFFINSST: AFFAISSANT
AAAFFNNNOR: FANFARONNA
AAAFGLRRST: TRAFALGARS
AAAFIINSST: FANATISAIS
AAAFIINSTT: FANATISAIT
AAAFIIPRSS: PARFAISAIS
AAAFIIPRST: PARFAISAIT
AAAFILMNST: MALFAISANT
AAAFIMNSST: FANTASMAIS
AAAFIMNSTT: FANTASMAIT
AAAFINNSTT: FANATISANT
AAAFINPRST: PARFAISANT
AAAFIRRSST: RASTAFARIS
AAAFMNNSTT: FANTASMANT
AAAGGIIRRS: GARGARISAI
AAAGGIRRSS: GARGARISAS
AAAGGIRRST: GARGARISAT
AAAGGNRSTU: GARGANTUAS
AAAGGNRSTV: AGGRAVANTS
AAAGHINRSU: HARANGUAIS
AAAGHINRTU: HARANGUAIT
AAAGHNNRTU: HARANGUANT
AAAGIIIMRR: AMAIGRIRAI
AAAGIILMST: GALIMATIAS
AAAGIILNRU: ALANGUIRAI
AAAGIILNSS: ANGLAISAIS
AAAGIILNST: ANGLAISAIT
AAAGIILNSV: GALVANISAI
AAAGIIMNSS: MAGASINAIS
AAAGIIMNST: MAGASINAIT
AAAGIIMRRS: AMAIGRIRAS
AAAGIINPSS: PAGANISAIS
AAAGIINPST: PAGANISAIT
AAAGIINRRT: GARANTIRAI
AAAGIIRSSS: ASSAGIRAIS
AAAGIIRSST: ASSAGIRAIT
AAAGILNNST: ANGLAISANT
AAAGILNRSU: ALANGUIRAS
AAAGILNSSV: GALVANISAS
AAAGILNSTV: GALVANISAT
AAAGIMNNST: MAGASINANT
AAAGIMNSTT: ANASTIGMAT
AAAGIMRRST: MARGARITAS
AAAGIMRRTV: MARGRAVIAT
AAAGINNOPS: APANAGIONS
AAAGINNOST: ANTAGONISA
AAAGINNPST: PAGANISANT
AAAGINRRST: GARANTIRAS
AAAGINRSUZ: ZARAGUINAS
AAAGLMMNOS: AMALGAMONS
AAAGNNNOPR: PARANGONNA
AAAHIJNRST: RAJASTHANI
AAAHIKKLST: KATHAKALIS
AAAHILPSST: ASPHALTAIS
AAAHILPSTT: ASPHALTAIT
AAAHIMNPST: PHANTASMAI
AAAHIMNRSU: MARIHUANAS
AAAHINSSSY: HASSANIYAS
AAAHLLOSTY: AYATOLLAHS
AAAHLNPSTT: ASPHALTANT
AAAHMNNSTT: MANHATTANS
AAAHMNPSST: PHANTASMAS
AAAHMNPSTT: PHANTASMAT
AAAHMNRSTT: HARMATTANS
AAAHNRSSST: HARASSANTS
AAAIIILLTV: AVITAILLAI
AAAIIILMNS: ANIMALISAI
AAAIIILNST: ITALIANISA
AAAIIINRSS: ASSAINIRAI
AAAIIIPPST: PIAPIATAIS
AAAIIIPPTT: PIAPIATAIT
AAAIIJMNQU: JAMAIQUAIN
AAAIILLNRT: TRAINAILLA
AAAIILLPRS: RAPAILLAIS
AAAIILLPRT: RAPAILLAIT
AAAIILLRSS: ASSAILLIRA
AAAIILLRTV: RAVITAILLA
            TRAVAILLAI
AAAIILLSSS: ASSAILLAIS
AAAIILLSST: ASSAILLAIT
AAAIILLSTV: AVITAILLAS
AAAIILLTTV: AVITAILLAT
AAAIILMMSX: MAXIMALISA
AAAIILMNRT: ANTIAMARIL
AAAIILMNSS: ANIMALISAS
AAAIILMNST: ANIMALISAT
AAAIILMRTT: MALTRAITAI
AAAIILNNSU: ANNUALISAI
AAAIILNPRS: APLANIRAIS
AAAIILNPRT: APLANIRAIT
AAAIILNPST: PLAISANTAI
AAAIILNSSS: NASALISAIS
AAAIILNSST: NASALISAIT
AAAIILPRRT: RAPLATIRAI
AAAIILPRST: APLATIRAIS
AAAIILPRTT: APLATIRAIT
AAAIILPSST: SPATIALISA
AAAIILSSSV: VASSALISAI
AAAIIMNOST: ANATOMISAI
AAAIIMNRST: SAMARITAIN
AAAIIMORST: AROMATISAI
AAAIIMOSTX: AXIOMATISA
AAAIIMSSST: AMATISSAIS
AAAIIMSSTT: AMATISSAIT
AAAIINOPRS: PASIONARIA
AAAIINOTTU: TATAOUINAI
AAAIINPPTT: PIAPIATANT
AAAIINPRRS: PARRAINAIS
AAAIINPRRT: PARRAINAIT
AAAIINRSSS: ASSAINIRAS
AAAIINRSST: TRAINASSAI
AAAIINRSSY: ARYANISAIS
AAAIINRSTT: RATATINAIS
AAAIINRSTY: ARYANISAIT
AAAIINRTTT: RATATINAIT
AAAIINSSSS: ASSASSINAI
AAAIIOPSST: APOSTASIAI
AAAIIPPRRS: RAPPARIAIS
AAAIIPPRRT: RAPPARIAIT
AAAIIPRRST: PARAITRAIS
            RAPATRIAIS
AAAIIPRRTT: PARAITRAIT
            RAPATRIAIT
AAAIIPRSSS: PARAISSAIS
AAAIIPRSST: PARAISSAIT
            PARASITAIS
AAAIIPRSTT: PARASITAIT
AAAIIRRSTT: ATTRAIRAIS
AAAIIRRTTT: ATTRAIRAIT
AAAIIRSSSS: RASSASIAIS
AAAIIRSSST: RASSASIAIT
AAAIJMNRSU: MARIJUANAS
AAAIJNNOSU: ANJOUANAIS
AAAILLMNNZ: MANZANILLA
AAAILLNPRT: RAPAILLANT
AAAILLNSST: ASSAILLANT
