AAAAABBCDENRRT: ABRACADABRANTE
AAACEGIMNNNSST: MANIGANCASSENT
AAACEGLNOSSTTU: CATALOGUASSENT
AAACEHIILLMSSZ: CHAMAILLASSIEZ
AAACEHIILNPSTT: CHAPTALISAIENT
AAACEHIILPRSST: CHAPTALISERAIS
AAACEHIILPRSTT: CHAPTALISERAIT
AAACEHIIMORRST: ACHROMATISERAI
AAACEHILLMNSST: CHAMAILLASSENT
AAACEHILMNRSST: CHARLATANISMES
AAACEHILNPQTUY: ANAPHYLACTIQUE
AAACEHILORSSTT: THALASSOCRATIE
AAACEHILPSSSST: CHAPTALISASSES
AAACEHIMMNOPRS: PHARMACOMANIES
AAACEHIMMORSST: ACHROMATISAMES
AAACEHIMORRSST: ACHROMATISERAS
AAACEHIMORSSST: ACHROMATISASSE
AAACEHIMORSSTT: ACHROMATISATES
AAACEHIMORSSUZ: AMOURACHASSIEZ
AAACEHIOPRRSTT: CATASTROPHERAI
AAACEHIPRSSTUZ: CRAPAHUTASSIEZ
                PARACHUTASSIEZ
AAACEHLNPRSSYY: PSYCHANALYSERA
AAACEHMNORSSTU: AMOURACHASSENT
AAACEHMOPRSSTT: CATASTROPHAMES
AAACEHNPRSSTTU: CRAPAHUTASSENT
                PARACHUTASSENT
AAACEHOPRRSSTT: CATASTROPHERAS
AAACEHOPRSSSTT: CATASTROPHASSE
AAACEHOPRSSTTT: CATASTROPHATES
AAACEIIILLNNST: ALCALINISAIENT
AAACEIIILLNPRT: ANTICAPILLAIRE
AAACEIIILLNRSS: ALCALINISERAIS
AAACEIIILLNRST: ALCALINISERAIT
AAACEIIILNPSTT: CAPITALISAIENT
AAACEIIILPRSST: CAPITALISERAIS
                RECAPITALISAIS
AAACEIIILPRSTT: CAPITALISERAIT
                RECAPITALISAIT
AAACEIIIMNNRST: ANTIAMERICAINS
AAACEIILLNSSSS: ALCALINISASSES
AAACEIILLPRRSS: PARCELLARISAIS
AAACEIILLPRRST: PARCELLARISAIT
AAACEIILLSSSSZ: CAILLASSASSIEZ
AAACEIILMNORST: CARAMELISATION
AAACEIILMNPPST: PANCAPITALISME
AAACEIILMNRSTT: CALAMISTRAIENT
AAACEIILMRRSST: CALAMISTRERAIS
AAACEIILMRRSTT: CALAMISTRERAIT
AAACEIILNNORST: ACTIONNARIALES
                CANTONALISERAI
AAACEIILNOPRST: CAPORALISAIENT
AAACEIILNPRSTT: RECAPITALISANT
AAACEIILOPRRSS: CAPORALISERAIS
AAACEIILOPRRST: CAPORALISERAIT
AAACEIILPSSSST: CAPITALISASSES
AAACEIILRRSSUV: REVASCULARISAI
AAACEIILRSSSSZ: SACRALISASSIEZ
AAACEIILSSSTUZ: ACTUALISASSIEZ
AAACEIIMOPRRRT: RECOMPARAITRAI
AAACEIINRRSSTU: SANCTUARISERAI
AAACEILLNPRRST: PARCELLARISANT
AAACEILLNSSSST: CAILLASSASSENT
AAACEILLPQRSTU: PARALLACTIQUES
AAACEILMNNOSST: CANTONALISAMES
AAACEILMRSSSST: CALAMISTRASSES
AAACEILNNORSST: CANTONALISERAS
AAACEILNNOSSST: CANTONALISASSE
AAACEILNNOSSTT: CANTONALISATES
AAACEILNOPQRUV: PARAVOLCANIQUE
AAACEILNRSSSST: SACRALISASSENT
AAACEILNSSSTTU: ACTUALISASSENT
AAACEILOPRSSSS: CAPORALISASSES
AAACEILPSSTTUZ: CATAPULTASSIEZ
AAACEILRRSSSUV: REVASCULARISAS
AAACEILRRSSTUV: REVASCULARISAT
AAACEILRSSTTUU: ACTUALISATEURS
AAACEIMNORSTTT: CASTRAMETATION
AAACEIMNOSSSST: CASEMATASSIONS
AAACEIMNRSSSTU: SANCTUARISAMES
AAACEIMOPRRRST: RECOMPARAITRAS
AAACEINRRSSSTU: SANCTUARISERAS
AAACEINRSSSSTU: SANCTUARISASSE
AAACEINRSSSTTU: SANCTUARISATES
AAACEIOPRRSSTZ: RACRAPOTASSIEZ
AAACELLMNORSSY: LACRYMONASALES
AAACELMOOPRRTU: AUTOPROCLAMERA
AAACELNPSSTTTU: CATAPULTASSENT
AAACENOPRRSSTT: RACRAPOTASSENT
AAACENOQRRTTTU: CONTRATTAQUERA
AAACENORSSSTUU: AUTOASSURANCES
AAACFFHIINRSSS: AFFRANCHISSAIS
AAACFFHIINRSST: AFFRANCHISSAIT
AAACFFHINNRSST: AFFRANCHISSANT
AAACFHIIIRRSSS: RAFRAICHISSAIS
AAACFHIIIRRSST: RAFRAICHISSAIT
AAACFHIINRRSST: RAFRAICHISSANT
AAACFIIIIILRST: ARTIFICIALISAI
AAACFIIIILRSST: ARTIFICIALISAS
AAACFIIIILRSTT: ARTIFICIALISAT
AAACFIIIINNRSS: FINANCIARISAIS
AAACFIIIINNRST: FINANCIARISAIT
AAACFIIINNNRST: FINANCIARISANT
AAACFIIINNORST: AFRICANISATION
AAACFIILLMOUXX: MAXILLOFACIAUX
AAACFIINNRRSST: TRANSAFRICAINS
AAACFINORSSSSS: FRACASSASSIONS
AAACGHIIILLPRS: CALLIGRAPHIAIS
AAACGHIIILLPRT: CALLIGRAPHIAIT
AAACGHIILLNPRT: CALLIGRAPHIANT
AAACGHIIOPRRST: CARTOGRAPHIAIS
AAACGHIIOPRRTT: CARTOGRAPHIAIT
AAACGHINOPRRTT: CARTOGRAPHIANT
AAACGILNNOSTTU: ANTICOAGULANTS
AAACGINNOSSSST: CASTAGNASSIONS
AAACHHINNORSSS: HARNACHASSIONS
AAACHIILNOPSTT: CHAPTALISATION
AAACHILNPSSSYY: PSYCHANALYSAIS
AAACHILNPSSTYY: PSYCHANALYSAIT
AAACHIMNNORSSS: RAMANCHASSIONS
AAACHIMNORRSSS: CHAMARRASSIONS
AAACHINORSSSTT: RATTACHASSIONS
AAACHLNNPSSTYY: PSYCHANALYSANT
AAACIIILLNNOST: ALCALINISATION
AAACIIILNOPSTT: CAPITALISATION
AAACIIILPRRSTU: PARTICULARISAI
AAACIILMNNOSSS: CALAMINASSIONS
AAACIILNNOSSSS: CANALISASSIONS
AAACIILNORSSST: SACRALISATIONS
AAACIILNOSSTTU: ACTUALISATIONS
AAACIILPRRSSTU: PARTICULARISAS
AAACIILPRRSTTU: PARTICULARISAT
AAACILMOOPRSTU: AUTOPROCLAMAIS
AAACILMOOPRTTU: AUTOPROCLAMAIT
AAACILNOSSSSTY: CATALYSASSIONS
AAACIMMNORSTUU: COMMUNAUTARISA
AAACIMNORSSSSS: MASSACRASSIONS
AAACINOORSTTTU: AUTOCASTRATION
AAACINOOSSSSSV: AVOCASSASSIONS
AAACINOPRSSSTU: CRAPAUTASSIONS
AAACINOQRSTTTU: CONTRATTAQUAIS
AAACINOQRTTTTU: CONTRATTAQUAIT
AAACINORSSSSST: TRACASSASSIONS
AAACLMNOOPRTTU: AUTOPROCLAMANT
AAACNNOQRTTTTU: CONTRATTAQUANT
AAADDEEIIMRRST: DEDRAMATISERAI
AAADDEEIMMRSST: DEDRAMATISAMES
AAADDEEIMRRSST: DEDRAMATISERAS
AAADDEEIMRSSST: DEDRAMATISASSE
AAADDEEIMRSSTT: DEDRAMATISATES
AAADDEEIPSSSTZ: DESADAPTASSIEZ
AAADDEENPSSSTT: DESADAPTASSENT
AAADDEIINRRSST: STANDARDISERAI
AAADDEIMNRSSST: STANDARDISAMES
AAADDEINOPSSTT: DESADAPTATIONS
AAADDEINRRSSST: STANDARDISERAS
AAADDEINRSSSST: STANDARDISASSE
AAADDEINRSSSTT: STANDARDISATES
AAADEEEGINPRTT: DEPARTAGEAIENT
AAADEEEGNRSTVZ: DESAVANTAGEREZ
AAADEEEGNSSTUV: DESAVANTAGEUSE
AAADEEEGPRSSST: DEPARTAGEASSES
AAADEEEINPRRTT: PETARADERAIENT
                READAPTERAIENT
AAADEEFFGINPRS: DEPARAFFINAGES
AAADEEFGIRSSSZ: DESAGRAFASSIEZ
AAADEEFGNRSSST: DESAGRAFASSENT
AAADEEFIINNRST: FAISANDERAIENT
AAADEEGILMQRSU: QUADRAGESIMALE
AAADEEGILNRTUV: GALVAUDERAIENT
AAADEEGIMNRRST: ANTIDEMARRAGES
AAADEEGIMNRRTU: MARGAUDERAIENT
AAADEEGINQRRSU: QUADRAGENAIRES
AAADEEGINRSTUV: SAUVEGARDAIENT
AAADEEGINSSSTU: DAGUESTANAISES
AAADEEGIRRSSUV: SAUVEGARDERAIS
AAADEEGIRRSTUV: SAUVEGARDERAIT
AAADEEGNNOSSTV: DESAVANTAGEONS
AAADEEGRSSSSUV: SAUVEGARDASSES
AAADEEHMNQRSSU: RAMADHANESQUES
AAADEEIIILMRST: DEMATERIALISAI
AAADEEIILLNRTT: TAILLADERAIENT
AAADEEIILMRSST: DEMATERIALISAS
AAADEEIILMRSTT: DEMATERIALISAT
AAADEEIILNNSST: DENASALISAIENT
AAADEEIILNRSSS: DENASALISERAIS
AAADEEIILNRSST: DENASALISERAIT
AAADEEIIMNNRTT: DIAMANTERAIENT
AAADEEIIMNNSTT: DESAIMANTAIENT
                DESAMIANTAIENT
AAADEEIIMNRSST: DESAIMANTERAIS
                DESAMIANTERAIS
AAADEEIIMNRSTT: DESAIMANTERAIT
                DESAMIANTERAIT
AAADEEIINNRTTT: ANTIDATERAIENT
AAADEEIINPPRST: DESAPPARIAIENT
AAADEEIINPRSTT: DEPARASITAIENT
AAADEEIIPPRRSS: DESAPPARIERAIS
AAADEEIIPPRRST: DESAPPARIERAIT
AAADEEIIPRRSST: DEPARASITERAIS
AAADEEIIPRRSTT: DEPARASITERAIT
AAADEEILLMOPST: MEDIOPALATALES
AAADEEILLQRRTU: QUADRILATERALE
AAADEEILNRRSTU: DENATURALISERA
AAADEEILNSSSSS: DENASALISASSES
AAADEEIMNSSSST: DESAIMANTASSES
                DESAMIANTASSES
AAADEEIMRRSSSZ: DESAMARRASSIEZ
AAADEEINNPRSTT: ANTIDERAPANTES
AAADEEIPPRSSSS: DESAPPARIASSES
AAADEEIPRSSSST: DEPARASITASSES
AAADEEIPRSSSTZ: ESTRAPADASSIEZ
AAADEELMNOPRTX: PARADOXALEMENT
AAADEEMNRRSSST: DESAMARRASSENT
AAADEENPRSSSTT: ESTRAPADASSENT
AAADEFFIINRSSZ: AFFRIANDASSIEZ
AAADEFFINNRSST: AFFRIANDASSENT
AAADEFGILNNRTT: ANTIDEFLAGRANT
AAADEFIILMNNST: FLAMANDISAIENT
AAADEFIILMNRSS: FLAMANDISERAIS
AAADEFIILMNRST: FLAMANDISERAIT
AAADEFILMNSSSS: FLAMANDISASSES
AAADEFILNORSSZ: FARANDOLASSIEZ
AAADEFLNNORSST: FARANDOLASSENT
AAADEGHIIMNPRT: DIAPHRAGMAIENT
AAADEGHIIMPRRS: DIAPHRAGMERAIS
AAADEGHIIMPRRT: DIAPHRAGMERAIT
AAADEGHIIOPRRR: RADIOGRAPHIERA
AAADEGHIMPRSSS: DIAPHRAGMASSES
AAADEGIIILNORS: DIAGONALISERAI
AAADEGIILLMRRS: RAGAILLARDIMES
AAADEGIILLRRRZ: RAGAILLARDIREZ
AAADEGIILLRRSS: RAGAILLARDISSE
AAADEGIILLRRST: RAGAILLARDITES
AAADEGIILMNOSS: DIAGONALISAMES
AAADEGIILNORSS: DIAGONALISERAS
AAADEGIILNOSSS: DIAGONALISASSE
AAADEGIILNOSST: DIAGONALISATES
AAADEGIIMPQRTU: PARADIGMATIQUE
AAADEGIINNORTV: RADIONAVIGANTE
AAADEGIINNRRRT: RAGRANDIRAIENT
AAADEGIINNRSST: AGRANDISSAIENT
AAADEGILNQRRUU: QUADRANGULAIRE
AAADEGIMQRSUUX: QUADRAGESIMAUX
AAADEGINNOSSTV: DESAVANTAGIONS
AAADEHIINPRSTT: ANTIAPARTHEIDS
AAADEIIILMNORS: DOMANIALISERAI
AAADEIIILNNOST: DENATIONALISAI
AAADEIILLMNPSS: PALLADIANISMES
AAADEIILLPRSSZ: PAILLARDASSIEZ
AAADEIILMMNOSS: DOMANIALISAMES
AAADEIILMMORST: MELODRAMATISAI
AAADEIILMNORSS: DOMANIALISERAS
AAADEIILMNOSSS: DOMANIALISASSE
AAADEIILMNOSST: DOMANIALISATES
AAADEIILNNOSSS: DESAISONNALISA
AAADEIILNNOSST: DENASALISATION
                DENATIONALISAS
AAADEIILNNOSTT: DENATIONALISAT
AAADEIILNOSSSS: DESSAISONALISA
AAADEIILNPPRTU: APPLAUDIRAIENT
AAADEIILNRSSTU: DENATURALISAIS
AAADEIILNRSTTU: DENATURALISAIT
AAADEIILNSSSVZ: VANDALISASSIEZ
AAADEIILPSSSSZ: PALISSADASSIEZ
AAADEIIMNNOSTT: DESAIMANTATION
AAADEIIMNNQSTU: DAMASQUINAIENT
AAADEIIMNQRSSU: DAMASQUINERAIS
AAADEIIMNQRSTU: DAMASQUINERAIT
AAADEIIMRSSSTZ: DRAMATISASSIEZ
AAADEIIMRSSUVZ: MARIVAUDASSIEZ
AAADEIINPPRRST: APPARTIENDRAIS
AAADEIINPPRRTT: APPARTIENDRAIT
AAADEILLNPRSST: PAILLARDASSENT
AAADEILMMORSST: MELODRAMATISAS
AAADEILMMORSTT: MELODRAMATISAT
AAADEILMPRRTXY: EXTRAPYRAMIDAL
AAADEILNNRSTTU: DENATURALISANT
AAADEILNNSSSTV: VANDALISASSENT
AAADEILNPSSSST: PALISSADASSENT
AAADEILORSTTUV: VASODILATATEUR
AAADEILQRRTUUX: QUADRILATERAUX
AAADEIMNQSSSSU: DAMASQUINASSES
AAADEIMNRSSSTT: DRAMATISASSENT
AAADEIMNRSSTUV: MARIVAUDASSENT
AAADEINOPPRSTT: PREADAPTATIONS
AAADEINOPRSSST: PETARADASSIONS
                READAPTASSIONS
AAADFIINNOSSSS: FAISANDASSIONS
AAADGHIIIOPRRS: RADIOGRAPHIAIS
AAADGHIIIOPRRT: RADIOGRAPHIAIT
AAADGHIINOPRRT: RADIOGRAPHIANT
AAADGIINNORSTV: RADIONAVIGANTS
AAADGILNOSSSUV: GALVAUDASSIONS
AAADGIMNORSSSU: MARGAUDASSIONS
AAADHIINORSSST: HASARDISATIONS
AAADIIINNORSTT: ANTIRADIATIONS
AAADIILLNOSSST: TAILLADASSIONS
AAADIILNOOSTTV: VASODILATATION
AAADIIMNNOSSST: DIAMANTASSIONS
AAADIIMNORSSTT: DRAMATISATIONS
AAADIINNOSSSTT: ANTIDATASSIONS
AAAEEEEGIMNNRT: REAMENAGEAIENT
AAAEEEEGMNRSSS: REAMENAGEASSES
AAAEEEGINNRRRT: REARRANGEAIENT
AAAEEEGINNSTUV: ENSAUVAGEAIENT
AAAEEEGINPRRTT: REPARTAGEAIENT
AAAEEEGINRRRRT: ARRERAGERAIENT
AAAEEEGIRRRSSZ: ARRERAGEASSIEZ
AAAEEEGNRRRSSS: REARRANGEASSES
AAAEEEGNRRRSST: ARRERAGEASSENT
AAAEEEGNSSSSUV: ENSAUVAGEASSES
AAAEEEGPRRSSST: REPARTAGEASSES
AAAEEEHIMNSSTT: ANATHEMATISEES
AAAEEEIMQRRTUU: MAQUEREAUTERAI
AAAEEEMMQRSTUU: MAQUEREAUTAMES
AAAEEEMQRRSTUU: MAQUEREAUTERAS
AAAEEEMQRSSTUU: MAQUEREAUTASSE
AAAEEEMQRSTTUU: MAQUEREAUTATES
AAAEEFFGINORTU: AFFOUAGERAIENT
                AFFOURAGEAIENT
AAAEEFFGINOSSS: AFFEAGEASSIONS
AAAEEFFGIOSSUZ: AFFOUAGEASSIEZ
AAAEEFFGMORRSU: AFFOURRAGEAMES
AAAEEFFGNOSSTU: AFFOUAGEASSENT
AAAEEFFGORRSSU: AFFOURRAGEASSE
AAAEEFFGORRSTU: AFFOURRAGEATES
AAAEEFFGORSSSU: AFFOURAGEASSES
AAAEEFFIINRSST: AFFAISSERAIENT
AAAEEFGINNRRTU: NAUFRAGERAIENT
AAAEEFGINRSSUZ: NAUFRAGEASSIEZ
AAAEEFGLLLORTU: AUTOFLAGELLERA
AAAEEFGNNRSSTU: NAUFRAGEASSENT
AAAEEFIINNRSTT: FANATISERAIENT
AAAEEFIINNSSTZ: FAINEANTASSIEZ
AAAEEFIMNNRSTT: FANTASMERAIENT
AAAEEFINNNSSTT: FAINEANTASSENT
AAAEEGGINNRSTT: ANTIAGREGANTES
AAAEEGHIMMPRST: GAMMATHERAPIES
AAAEEGHINNRRTU: HARANGUERAIENT
AAAEEGIILNNRST: ANGLAISERAIENT
AAAEEGIIMMNNST: EMMAGASINAIENT
AAAEEGIIMMNRSS: EMMAGASINERAIS
AAAEEGIIMMNRST: EMMAGASINERAIT
AAAEEGIIMNNRST: MAGASINERAIENT
AAAEEGIINNPRST: PAGANISERAIENT
AAAEEGILMMNOQU: MEGALOMANIAQUE
AAAEEGILNNNRST: ENSANGLANTERAI
AAAEEGILNOSSST: ETALAGEASSIONS
AAAEEGIMMNPRST: PARAMAGNETISME
AAAEEGIMMNSSSS: EMMAGASINASSES
AAAEEGIMNNOSSS: AMENAGEASSIONS
AAAEEGIMNPQRTU: PARAMAGNETIQUE
AAAEEGINQRRTTU: QUARTAGERAIENT
AAAEEGINRTTUVX: EXTRAVAGUAIENT
AAAEEGIQRSSTUZ: QUARTAGEASSIEZ
AAAEEGIRRSTUVX: EXTRAVAGUERAIS
AAAEEGIRRTTUVX: EXTRAVAGUERAIT
AAAEEGLMNNNSST: ENSANGLANTAMES
AAAEEGLNNNRSST: ENSANGLANTERAS
AAAEEGLNNNSSST: ENSANGLANTASSE
AAAEEGLNNNSSTT: ENSANGLANTATES
AAAEEGNQRSSTTU: QUARTAGEASSENT
AAAEEGRSSSTUVX: EXTRAVAGUASSES
AAAEEHIILRRSTT: THEATRALISERAI
AAAEEHIIMMRSTT: MATHEMATISERAI
AAAEEHIIMNNSTT: ANATHEMISAIENT
AAAEEHIIMNRSST: ANATHEMISERAIS
AAAEEHIIMNRSTT: ANATHEMISERAIT
AAAEEHIIMNSTTZ: ANATHEMATISIEZ
AAAEEHIINNSTTU: EUTHANASIAIENT
AAAEEHIINRSSTU: EUTHANASIERAIS
AAAEEHIINRSTTU: EUTHANASIERAIT
AAAEEHILMRSSTT: THEATRALISAMES
AAAEEHILNPRSTT: ASPHALTERAIENT
AAAEEHILRRSSTT: THEATRALISERAS
AAAEEHILRSSSTT: THEATRALISASSE
AAAEEHILRSSTTT: THEATRALISATES
AAAEEHIMMMSSTT: MATHEMATISAMES
AAAEEHIMMRSSTT: MATHEMATISERAS
AAAEEHIMMSSSTT: MATHEMATISASSE
AAAEEHIMMSSTTT: MATHEMATISATES
AAAEEHIMNNSTTT: ANATHEMATISENT
AAAEEHIMNSSSST: ANATHEMISASSES
AAAEEHIMOPRRST: AROMATHERAPIES
AAAEEHINSSSSTU: EUTHANASIASSES
AAAEEHIPPRRRSZ: PARAPHRASERIEZ
AAAEEHNPPRRRST: PARAPHRASERENT
AAAEEHPPRRSSSU: PARAPHRASEUSES
AAAEEIIILMRRST: MATERIALISERAI
AAAEEIIINPPRTT: PIAPIATERAIENT
AAAEEIILLLRTTV: TELETRAVAILLAI
AAAEEIILLNPPRT: APPAREILLAIENT
AAAEEIILLNPRRT: RAPAILLERAIENT
AAAEEIILLNRSST: ASSAILLERAIENT
AAAEEIILLPPRRR: RAPPAREILLERAI
AAAEEIILLPPRRS: APPAREILLERAIS
AAAEEIILLPPRRT: APPAREILLERAIT
AAAEEIILLPRSTZ: PALATALISERIEZ
AAAEEIILLRRRTV: RETRAVAILLERAI
AAAEEIILMMRSST: MATERIALISAMES
AAAEEIILMRRSST: MATERIALISERAS
AAAEEIILMRSSST: MATERIALISASSE
AAAEEIILMRSSTT: MATERIALISATES
AAAEEIILNNRSST: NASALISERAIENT
AAAEEIILNPRRST: PLANETARISERAI
AAAEEIILOPQSTU: PALEOASIATIQUE
AAAEEIILPRRRTT: PARALITTERAIRE
AAAEEIINNNNRTV: TANANARIVIENNE
AAAEEIINNNSSTT: ANEANTISSAIENT
AAAEEIINNPRRRT: PARRAINERAIENT
AAAEEIINNRRSTY: ARYANISERAIENT
AAAEEIINNRRTTT: RATATINERAIENT
AAAEEIINPPRRRT: RAPPARIERAIENT
AAAEEIINPRRRTT: RAPATRIERAIENT
                REPARAITRAIENT
AAAEEIINPRRSST: REPARAISSAIENT
AAAEEIINPRRSTT: PARASITERAIENT
AAAEEIINPRSSTT: ANTIPARASITEES
AAAEEIINRRSSST: RASSASIERAIENT
AAAEEIIPPRRRTZ: REAPPARAITRIEZ
AAAEEIIPPRRSSZ: REAPPARAISSIEZ
AAAEEILLLNPRST: ANTIPARALLELES
AAAEEILLLRSTTV: TELETRAVAILLAS
AAAEEILLLRTTTV: TELETRAVAILLAT
AAAEEILLMPPRRS: RAPPAREILLAMES
AAAEEILLMRRSTV: RETRAVAILLAMES
AAAEEILLNPRSTT: PALATALISERENT
AAAEEILLPPRRRS: RAPPAREILLERAS
AAAEEILLPPRRSS: RAPPAREILLASSE
AAAEEILLPPRRST: RAPPAREILLATES
AAAEEILLPPRSSS: APPAREILLASSES
AAAEEILLQRSSUZ: AQUARELLASSIEZ
AAAEEILLRRRSTV: RETRAVAILLERAS
AAAEEILLRRSSTV: RETRAVAILLASSE
AAAEEILLRRSTTV: RETRAVAILLATES
AAAEEILMNNRSTT: ARTISANALEMENT
AAAEEILMNPRSST: PLANETARISAMES
AAAEEILMSSSSTZ: MATELASSASSIEZ
AAAEEILNNPQRTU: PALANQUERAIENT
AAAEEILNNRSSTU: AUSTRALASIENNE
AAAEEILNOQSSTU: ALTOSEQUANAISE
AAAEEILNOTTUUV: AUTOEVALUAIENT
AAAEEILNPRRSST: PLANETARISERAS
AAAEEILNPRRSTY: PARALYSERAIENT
AAAEEILNPRSSST: PLANETARISASSE
AAAEEILNPRSSTT: PLANETARISATES
AAAEEILORSTUUV: AUTOEVALUERAIS
AAAEEILORTTUUV: AUTOEVALUERAIT
AAAEEILPRSSTUX: PARASEXUALITES
AAAEEIMNNRSSTT: ASSARMENTAIENT
AAAEEIMNQRRTTU: MATRAQUERAIENT
AAAEEIMNRRSSST: ASSARMENTERAIS
AAAEEIMNRRSSTT: ASSARMENTERAIT
AAAEEIMPRRSSTZ: PARAMETRASSIEZ
AAAEEIMSSSSTTZ: METASTASASSIEZ
AAAEEINNPSSTUZ: PANNEAUTASSIEZ
AAAEEINNQRRSTU: QUARANTENAIRES
AAAEEINNRRRTTW: WARRANTERAIENT
AAAEEINPPRRSST: REAPPARAISSENT
AAAEEINPPRSSTZ: APPARENTASSIEZ
AAAEEINPRRRTTT: RATTRAPERAIENT
AAAEEINPRSSSTT: ESTRAPASSAIENT
AAAEEINQRRTTTU: RATTAQUERAIENT
AAAEEIPRRSSSST: ESTRAPASSERAIS
AAAEEIPRRSSSTT: ESTRAPASSERAIT
AAAEEIPRSSSSTZ: RAPETASSASSIEZ
AAAEEIRSSSTVXZ: EXTRAVASASSIEZ
AAAEELLNQRSSTU: AQUARELLASSENT
AAAEELMNSSSSTT: MATELASSASSENT
AAAEELNORSTUYZ: AUTOANALYSEREZ
AAAEELOSSSTUUV: AUTOEVALUASSES
AAAEEMNPRRSSTT: PARAMETRASSENT
AAAEEMNRSSSSST: ASSARMENTASSES
AAAEEMNSSSSTTT: METASTASASSENT
AAAEENNNPSSTTU: PANNEAUTASSENT
AAAEENNPPRSSTT: APPARENTASSENT
AAAEENPRSSSSTT: RAPETASSASSENT
AAAEENRSSSTTVX: EXTRAVASASSENT
AAAEEPRSSSSSST: ESTRAPASSASSES
AAAEFFGIORRRSU: AFFOURRAGERAIS
AAAEFFGIORRRTU: AFFOURRAGERAIT
AAAEFFIINPRSSZ: PARAFFINASSIEZ
AAAEFFINNNNORT: FANFARONNAIENT
AAAEFFINNNORRS: FANFARONNERAIS
AAAEFFINNNORRT: FANFARONNERAIT
AAAEFFINNPRSST: PARAFFINASSENT
AAAEFFNNNORSSS: FANFARONNASSES
AAAEFGILLLOSTU: AUTOFLAGELLAIS
AAAEFGILLLOTTU: AUTOFLAGELLAIT
AAAEFGIMNORSST: FANTASMAGORIES
AAAEFGLLLNOTTU: AUTOFLAGELLANT
AAAEFIIIILMRRS: FAMILIARISERAI
AAAEFIIILLMNRT: INTRAFAMILIALE
AAAEFIIILMMRSS: FAMILIARISAMES
AAAEFIIILMRRSS: FAMILIARISERAS
AAAEFIIILMRSSS: FAMILIARISASSE
AAAEFIIILMRSST: FAMILIARISATES
AAAEFIIINSSSTT: SATISFAISAIENT
AAAEFIINSSSSTT: SATISFAISANTES
AAAEFIIOSSTTTU: AUTOSATISFAITE
AAAEFIMNQSSTTU: FANTASMATIQUES
AAAEGGIILLNPST: ANTIGASPILLAGE
AAAEGGIIRRSSSZ: GARGARISASSIEZ
AAAEGGINRRSSST: GARGARISASSENT
AAAEGHIIINNSSW: SHAWINIGANAISE
AAAEGHIIOPRRTU: AUTOGRAPHIERAI
AAAEGHIJNOPRSS: JARGONAPHASIES
AAAEGHIMOPRSTU: AUTOGRAPHIAMES
AAAEGHIOPRRSTU: AUTOGRAPHIERAS
AAAEGHIOPRSSTU: AUTOGRAPHIASSE
AAAEGHIOPRSTTU: AUTOGRAPHIATES
AAAEGIIILMNRRS: MARGINALISERAI
AAAEGIIIMNRSST: AMAIGRISSAIENT
AAAEGIILMMNRSS: MARGINALISAMES
AAAEGIILMNRRSS: MARGINALISERAS
AAAEGIILMNRSSS: MARGINALISASSE
AAAEGIILMNRSST: MARGINALISATES
AAAEGIILNNSSTU: ALANGUISSAIENT
AAAEGIILNSSSVZ: GALVANISASSIEZ
AAAEGIIMMNSSTT: ANASTIGMATISME
AAAEGIIMNQSTTU: ANASTIGMATIQUE
AAAEGIIMNRSSST: AMAIGRISSANTES
AAAEGIINNNOSTT: ANTAGONISAIENT
AAAEGIINNORSST: ANTAGONISERAIS
AAAEGIINNORSTT: ANTAGONISERAIT
AAAEGIINNRSSTT: GARANTISSAIENT
AAAEGILLNNOPSS: PAILLASSONNAGE
AAAEGILLNOPSTV: GALVANOPLASTIE
AAAEGILNNSSSTV: GALVANISASSENT
AAAEGINNNNOPRT: PARANGONNAIENT
AAAEGINNNOPRRS: PARANGONNERAIS
AAAEGINNNOPRRT: PARANGONNERAIT
AAAEGINNORRSSS: ARRANGEASSIONS
AAAEGINNOSSSST: ANTAGONISASSES
AAAEGINOPRSSST: PARTAGEASSIONS
AAAEGINOPSSSTU: PATAUGEASSIONS
AAAEGLOOPRRSST: AGROPASTORALES
AAAEGNNNOPRSSS: PARANGONNASSES
AAAEHIMNNOSSTT: ANATHEMATISONS
AAAEHIMNPSSSTZ: PHANTASMASSIEZ
AAAEHINNRRSSST: TRANSSAHARIENS
AAAEHINOPRSTTX: THANATOPRAXIES
AAAEHIPPQRRSTU: PARAPHRASTIQUE
AAAEHMNNPSSSTT: PHANTASMASSENT
AAAEHNOPPRRRSS: PARAPHRASERONS
AAAEHNOPPRRRST: PARAPHRASERONT
AAAEIIIILNNSTT: ITALIANISAIENT
AAAEIIIILNRSST: ITALIANISERAIS
AAAEIIIILNRSTT: ITALIANISERAIT
AAAEIIIINPRRSS: PARISIANISERAI
AAAEIIILLNNRTT: TRAINAILLAIENT
AAAEIIILLNRRST: TRAINAILLERAIS
AAAEIIILLNRRTT: TRAINAILLERAIT
AAAEIIILLNRSST: ASSAILLIRAIENT
AAAEIIILLNRTTV: RAVITAILLAIENT
AAAEIIILLRRSTV: RAVITAILLERAIS
AAAEIIILLRRTTV: RAVITAILLERAIT
AAAEIIILLSSTVZ: AVITAILLASSIEZ
AAAEIIILMMNSTX: MAXIMALISAIENT
AAAEIIILMMRSSX: MAXIMALISERAIS
AAAEIIILMMRSTX: MAXIMALISERAIT
AAAEIIILMNSSSZ: ANIMALISASSIEZ
AAAEIIILMPRRST: PARAMILITAIRES
