AAAAABBCDRRS: ABRACADABRAS
AAACEEGNRTVX: EXTRAVAGANCE
AAACEEGQRSUV: CARAVAGESQUE
AAACEEGRSSSS: ESCAGASSERAS
AAACEEGSSSSS: ESCAGASSASSE
AAACEEGSSSST: ESCAGASSATES
AAACEEHHNNRR: ENHARNACHERA
AAACEEHILNRT: ACHALERAIENT
AAACEEHILRSS: ECHALASSERAI
AAACEEHIMNPR: EMPANACHERAI
AAACEEHIPRRV: PARACHEVERAI
AAACEEHIPRTU: CHAPEAUTERAI
AAACEEHLMSSS: ECHALASSAMES
AAACEEHLNSUV: AVALANCHEUSE
AAACEEHLRSSS: ECHALASSERAS
AAACEEHLSSSS: ECHALASSASSE
AAACEEHLSSST: ECHALASSATES
AAACEEHMMNPS: EMPANACHAMES
AAACEEHMNPRS: EMPANACHERAS
AAACEEHMNPSS: EMPANACHASSE
AAACEEHMNPST: EMPANACHATES
AAACEEHMPRSV: PARACHEVAMES
AAACEEHMPSTU: CHAPEAUTAMES
AAACEEHPRRSV: PARACHEVERAS
AAACEEHPRSSV: PARACHEVASSE
AAACEEHPRSTU: CHAPEAUTERAS
AAACEEHPRSTV: PARACHEVATES
AAACEEHPSSTU: CHAPEAUTASSE
AAACEEHPSTTU: CHAPEAUTATES
AAACEEILLNNR: ENCANAILLERA
AAACEEILMNST: CATAMENIALES
AAACEEILMRRS: CARAMELISERA
AAACEEILMSST: ALISMATACEES
AAACEEILNPRT: APLACENTAIRE
AAACEEILNRRV: CARNAVALIERE
AAACEEILNRTV: CAVALERAIENT
AAACEEILPSST: ACATALEPSIES
AAACEEIMNSTT: CASEMATAIENT
AAACEEIMRSST: CASEMATERAIS
AAACEEIMRSTT: CASEMATERAIT
AAACEEINNRTV: AVANCERAIENT
AAACEEINRRSV: CARAVANIERES
AAACEEINRSTU: AURANTIACEES
AAACEEIPRRTZ: CARAPATERIEZ
AAACEEIRRSTT: ACARIATRETES
AAACEEMSSSST: CASEMATASSES
AAACEENNPPRT: APPARTENANCE
AAACEENPRRTT: CARAPATERENT
AAACEFFGRSTU: AFFACTURAGES
AAACEFIILLNT: ALCALIFIANTE
AAACEFIINNPR: PANAFRICAINE
AAACEFIINRRS: AFRICANISERA
AAACEFILMNSS: MALFAISANCES
AAACEFILPRSS: PARAFISCALES
AAACEFILSSTZ: CALFATASSIEZ
AAACEFINRSST: FRACASSAIENT
AAACEFIRRSSS: FRACASSERAIS
AAACEFIRRSST: FRACASSERAIT
AAACEFLNSSTT: CALFATASSENT
AAACEFNRSSST: FRACASSANTES
AAACEFRSSSSS: FRACASSASSES
AAACEGGGLOTU: GALACTAGOGUE
AAACEGHIINRT: CHATAIGNERAI
AAACEGHILLMS: CHAMAILLAGES
AAACEGHIMNST: CHATAIGNAMES
AAACEGHINRST: CHATAIGNERAS
AAACEGHINSST: CHATAIGNASSE
AAACEGHINSTT: CHATAIGNATES
AAACEGHPRSTU: PARACHUTAGES
AAACEGIIMNNR: MANIGANCERAI
AAACEGILLSSS: CAILLASSAGES
AAACEGILMMRT: GRAMMATICALE
AAACEGILORTU: CATALOGUERAI
AAACEGIMMNNS: MANIGANCAMES
AAACEGIMNNRS: MANIGANCERAS
AAACEGIMNNSS: MANIGANCASSE
AAACEGIMNNST: MANIGANCATES
AAACEGIMRSSU: CAMARGUAISES
AAACEGIMRSSV: CARAVAGISMES
AAACEGINNRUY: NICARAGUAYEN
AAACEGINNSTT: CASTAGNAIENT
AAACEGINRSST: CASTAGNERAIS
AAACEGINRSSZ: GARANCASSIEZ
AAACEGINRSTT: CASTAGNERAIT
AAACEGIOPRRT: COPARTAGERAI
AAACEGIOPRST: COPARTAGEAIS
AAACEGIOPRTT: COPARTAGEAIT
AAACEGIRSSTV: CARAVAGISTES
AAACEGLMOSTU: CATALOGUAMES
AAACEGLORSTU: CATALOGUERAS
AAACEGLOSSTU: CATALOGUASSE
AAACEGLOSTTU: CATALOGUATES
AAACEGLOSTUV: AUTOCLAVAGES
AAACEGLPSTTU: CATAPULTAGES
AAACEGMOORTU: AUTOAMORCAGE
AAACEGNNRSST: GARANCASSENT
AAACEGNOPRTT: COPARTAGEANT
AAACEGNSSSST: CASTAGNASSES
AAACEGOPQRUV: VAPOCRAQUAGE
AAACEGOPRRST: COPARTAGERAS
AAACEHHINNRS: ENHARNACHAIS
AAACEHHINNRT: ENHARNACHAIT
              HARNACHAIENT
AAACEHHINRRS: HARNACHERAIS
AAACEHHINRRT: HARNACHERAIT
AAACEHHNNNRT: ENHARNACHANT
AAACEHHNRSSS: HARNACHASSES
AAACEHIILLMR: CHAMAILLERAI
AAACEHIINRTV: AVACHIRAIENT
AAACEHILLMMS: CHAMAILLAMES
AAACEHILLMRS: CHAMAILLERAS
AAACEHILLMSS: CHAMAILLASSE
AAACEHILLMST: CHAMAILLATES
AAACEHILMNRT: MARCHANTIALE
AAACEHILNPPS: APPALACHIENS
AAACEHILPRST: CHAPTALISERA
AAACEHIMNNRT: RAMANCHAIENT
AAACEHIMNRRS: RAMANCHERAIS
AAACEHIMNRRT: CHAMARRAIENT
              RAMANCHERAIT
AAACEHIMNSSZ: AMANCHASSIEZ
AAACEHIMORRU: AMOURACHERAI
AAACEHIMRRRS: CHAMARRERAIS
AAACEHIMRRRT: CHAMARRERAIT
AAACEHINNRST: ANARCHISANTE
AAACEHINPSSZ: PANACHASSIEZ
AAACEHINRSST: ARCHAISANTES
AAACEHINRSSZ: ACHARNASSIEZ
AAACEHINRTTT: RATTACHAIENT
AAACEHIPRRTU: CRAPAHUTERAI
              PARACHUTERAI
AAACEHIRRSSZ: ARRACHASSIEZ
AAACEHIRRSTT: RATTACHERAIS
AAACEHIRRTTT: RATTACHERAIT
AAACEHISSTTZ: ATTACHASSIEZ
AAACEHLPRSTU: PARACHUTALES
AAACEHMMORSU: AMOURACHAMES
AAACEHMNNSST: AMANCHASSENT
AAACEHMNRSSS: RAMANCHASSES
AAACEHMORRSU: AMOURACHERAS
AAACEHMORSSU: AMOURACHASSE
AAACEHMORSTU: AMOURACHATES
AAACEHMPRSTU: CRAPAHUTAMES
              PARACHUTAMES
AAACEHMRRSSS: CHAMARRASSES
AAACEHNNPSST: PANACHASSENT
AAACEHNNRSST: ACHARNASSENT
AAACEHNRRSST: ARRACHASSENT
AAACEHNSSTTT: ATTACHASSENT
AAACEHPRRSTU: CRAPAHUTERAS
              PARACHUTERAS
AAACEHPRSSTU: CRAPAHUTASSE
              PARACHUTASSE
AAACEHPRSTTU: CRAPAHUTATES
              PARACHUTATES
AAACEHRSSSTT: RATTACHASSES
AAACEIIIMNRS: AMERICANISAI
AAACEIILLNNS: ENCANAILLAIS
AAACEIILLNNT: ENCANAILLAIT
AAACEIILLNRS: ALCALINISERA
AAACEIILLRSS: CAILLASSERAI
AAACEIILMNNT: CALAMINAIENT
AAACEIILMNRS: CALAMINAIRES
              CALAMINERAIS
AAACEIILMNRT: CALAMINERAIT
AAACEIILMRSS: CARAMELISAIS
AAACEIILMRST: CARAMELISAIT
AAACEIILNNST: CANALISAIENT
AAACEIILNRSS: CANALISERAIS
AAACEIILNRST: CANALISERAIT
AAACEIILPRST: CAPITALISERA
              RECAPITALISA
AAACEIILRRSS: SACRALISERAI
AAACEIILRSTU: ACTUALISERAI
              REACTUALISAI
AAACEIIMNNPR: PANAMERICAIN
AAACEIIMNRSS: AMERICANISAS
AAACEIIMNRST: AMERICANISAT
AAACEIINNRST: ANTIACARIENS
AAACEIJSSSSZ: JACASSASSIEZ
AAACEILLMOST: AMITALOCALES
AAACEILLMSSS: CAILLASSAMES
AAACEILLNNNT: ENCANAILLANT
AAACEILLORST: ALLOCATAIRES
AAACEILLPRRS: PARCELLARISA
AAACEILLPSSS: PASSACAILLES
AAACEILLRSSS: CAILLASSERAS
AAACEILLSSSS: CAILLASSASSE
AAACEILLSSST: CAILLASSATES
AAACEILMMNOS: AMMONIACALES
AAACEILMNRST: CARAMELISANT
AAACEILMNRTT: MALTRAITANCE
AAACEILMNSSS: CALAMINASSES
AAACEILMRRST: CALAMISTRERA
              MATRIARCALES
AAACEILMRSSS: SACRALISAMES
AAACEILMSSTU: ACTUALISAMES
AAACEILNRRSV: CARNAVALIERS
AAACEILNRSTU: CANALISATEUR
AAACEILNSSSS: CANALISASSES
AAACEILNSTTY: CATALYSAIENT
AAACEILOPRRS: CAPORALISERA
              PARASCOLAIRE
AAACEILPRRST: PATRIARCALES
AAACEILPRTTU: CATAPULTERAI
AAACEILRRSSS: SACRALISERAS
AAACEILRSSSS: SACRALISASSE
AAACEILRSSST: SACRALISATES
AAACEILRSSTU: ACTUALISERAS
              REACTUALISAS
AAACEILRSSTY: CATALYSERAIS
AAACEILRSTTU: REACTUALISAT
AAACEILRSTTY: CATALYSERAIT
AAACEILSSSTU: ACTUALISASSE
AAACEILSSTTU: ACTUALISATES
AAACEIMNRSST: MASSACRAIENT
AAACEIMRRSSS: MASSACRERAIS
AAACEIMRRSST: MASSACRERAIT
AAACEINOSSTV: AVOCASSAIENT
AAACEINPRTTU: CRAPAUTAIENT
AAACEINRSSTT: TRACASSAIENT
AAACEIOPRRRT: RACRAPOTERAI
AAACEIORSSSV: AVOCASSERAIS
AAACEIORSSTV: AVOCASSERAIT
AAACEIPRRSTU: CRAPAUTERAIS
AAACEIPRRTTU: CRAPAUTERAIT
AAACEIRRSSST: TRACASSERAIS
AAACEIRRSSTT: TRACASSERAIT
AAACEIRSSTVZ: CRAVATASSIEZ
AAACEIRSSTYZ: CARTAYASSIEZ
AAACEJNSSSST: JACASSASSENT
AAACELMOPRST: PARACETAMOLS
AAACELMPSTTU: CATAPULTAMES
AAACELNNORSY: NARCOANALYSE
AAACELOSTTUY: AUTOCATALYSE
AAACELPRSTTU: CATAPULTERAS
AAACELPSSTTU: CATAPULTASSE
AAACELPSTTTU: CATAPULTATES
AAACELSSSSTY: CATALYSASSES
AAACEMNRSSST: MASSACRANTES
AAACEMNRSTUX: SACRAMENTAUX
AAACEMOPRRST: RACRAPOTAMES
AAACEMRSSSSS: MASSACRASSES
AAACENOPRRST: CARAPATERONS
AAACENOPRRTT: CARAPATERONT
AAACENRSSSTT: TRACASSANTES
AAACENRSSTTV: CRAVATASSENT
AAACENRSSTTY: CARTAYASSENT
AAACEOPRRRST: RACRAPOTERAS
AAACEOPRRSST: RACRAPOTASSE
AAACEOPRRSTT: RACRAPOTATES
AAACEOSSSSSV: AVOCASSASSES
AAACEPRSSSTU: CRAPAUTASSES
AAACERSSSSST: TRACASSASSES
AAACFFHIINRR: AFFRANCHIRAI
AAACFFHINRRS: AFFRANCHIRAS
AAACFHIIIRRR: RAFRAICHIRAI
AAACFHIIRRRS: RAFRAICHIRAS
AAACFIIINNRS: FINANCIARISA
AAACFIIINRSS: AFRICANISAIS
AAACFIIINRST: AFRICANISAIT
AAACFIILLNST: ALCALIFIANTS
AAACFIINNOTU: AUTOFINANCAI
AAACFIINNPRS: PANAFRICAINS
AAACFIINNRST: AFRICANISANT
              ANTIFRANCAIS
AAACFIMNRTUU: MANUFACTURAI
AAACFINNOSTU: AUTOFINANCAS
AAACFINNOTTU: AUTOFINANCAT
AAACFINORSSS: CARAFASSIONS
AAACFMNRSTUU: MANUFACTURAS
AAACFMNRTTUU: MANUFACTURAT
AAACGHIILLPR: CALLIGRAPHIA
AAACGHIIMNPS: CHAMPAGNISAI
AAACGHIMNPSS: CHAMPAGNISAS
AAACGHIMNPST: CHAMPAGNISAT
AAACGHIOPRRT: CARTOGRAPHIA
AAACGIMMRTUX: GRAMMATICAUX
AAACGINNNRSV: CARAVANNINGS
AAACHIIKPPRT: APPARATCHIKI
AAACHIILPSST: CHAPTALISAIS
AAACHIILPSTT: CHAPTALISAIT
AAACHIIMORST: ACHROMATISAI
AAACHIKPPRST: APPARATCHIKS
AAACHILNOSSS: ACHALASSIONS
AAACHILNPSTT: CHAPTALISANT
AAACHIMORSST: ACHROMATISAS
AAACHIMORSTT: ACHROMATISAT
AAACHINNRSST: ANARCHISANTS
AAACHIOPRSTT: CATASTROPHAI
AAACHLNPSSYY: PSYCHANALYSA
AAACHOPRSSTT: CATASTROPHAS
AAACHOPRSTTT: CATASTROPHAT
AAACIIILLNSS: ALCALINISAIS
AAACIIILLNST: ALCALINISAIT
AAACIIILPSST: CAPITALISAIS
AAACIIILPSTT: CAPITALISAIT
AAACIILLNNST: ALCALINISANT
AAACIILMRSST: CALAMISTRAIS
AAACIILMRSTT: CALAMISTRAIT
AAACIILNNORT: ACTIONNARIAL
AAACIILNNOST: CANALISATION
              CANTONALISAI
AAACIILNPSTT: CAPITALISANT
AAACIILOPRSS: CAPORALISAIS
AAACIILOPRST: CAPORALISAIT
AAACIIMOPRRT: COMPARAITRAI
AAACIINNORTT: ACTIONNARIAT
AAACIINRSSTU: SANCTUARISAI
AAACILMNRSTT: CALAMISTRANT
AAACILNNOSST: CANTONALISAS
AAACILNNOSTT: CANTONALISAT
AAACILNOPRST: CAPORALISANT
AAACILNOSSSV: CAVALASSIONS
AAACIMOPRRST: COMPARAITRAS
AAACINNOSSSV: AVANCASSIONS
AAACINRSSSTU: SANCTUARISAS
AAACINRSSTTU: SANCTUARISAT
AAACLLMNORSY: LACRYMONASAL
AAACLMOOPRTU: AUTOPROCLAMA
AAACLMOPRSSS: SARCOPLASMAS
AAACNOQRTTTU: CONTRATTAQUA
AAADDEEIPRST: DESADAPTERAI
AAADDEEMPSST: DESADAPTAMES
AAADDEEPRSST: DESADAPTERAS
AAADDEEPSSST: DESADAPTASSE
AAADDEEPSSTT: DESADAPTATES
AAADDEIIMRST: DEDRAMATISAI
AAADDEIMRSST: DEDRAMATISAS
AAADDEIMRSTT: DEDRAMATISAT
AAADDIINRSST: STANDARDISAI
AAADDINRSSST: STANDARDISAS
AAADDINRSSTT: STANDARDISAT
AAADEEEGNSTV: DESAVANTAGEE
AAADEEFGIRRS: DESAGRAFERAI
AAADEEFGMRSS: DESAGRAFAMES
AAADEEFGRRSS: DESAGRAFERAS
AAADEEFGRSSS: DESAGRAFASSE
AAADEEFGRSST: DESAGRAFATES
AAADEEGIMNST: DESAMIANTAGE
AAADEEGIPRRT: DEPARTAGERAI
AAADEEGIPRST: DEPARASITAGE
              DEPARTAGEAIS
AAADEEGIPRTT: DEPARTAGEAIT
AAADEEGNPRTT: DEPARTAGEANT
AAADEEGNRSTV: DESAVANTAGER
AAADEEGNSSTV: DESAVANTAGES
AAADEEGNSTVZ: DESAVANTAGEZ
AAADEEGPRRST: DEPARTAGERAS
AAADEEGRRSUV: SAUVEGARDERA
AAADEEILLPPR: APPAREILLADE
AAADEEILNRSS: DENASALISERA
AAADEEILNRSV: LAVANDERAIES
AAADEEIMNRST: DESAIMANTERA
              DESAMIANTERA
AAADEEIMRRRS: DESAMARRERAI
AAADEEINPRRT: PARADERAIENT
AAADEEINPRTT: ADAPTERAIENT
              PETARADAIENT
              READAPTAIENT
AAADEEIPPRRS: DESAPPARIERA
AAADEEIPRRST: DEPARASITERA
              ESTRAPADERAI
              PETARADERAIS
              READAPTERAIS
AAADEEIPRRTT: PETARADERAIT
              READAPTERAIT
AAADEEIRRRTT: RETARDATAIRE
AAADEEMMRRSS: DESAMARRAMES
AAADEEMNQRSU: RAMADANESQUE
AAADEEMPRSST: ESTRAPADAMES
AAADEEMRRRSS: DESAMARRERAS
AAADEEMRRSSS: DESAMARRASSE
AAADEEMRRSST: DESAMARRATES
AAADEENPRSTT: PETARADANTES
AAADEEPRRSST: ESTRAPADERAS
AAADEEPRSSST: ESTRAPADASSE
              PETARADASSES
              READAPTASSES
AAADEEPRSSTT: ESTRAPADATES
AAADEFFIINRR: AFFRIANDERAI
AAADEFFIINRT: AFFADIRAIENT
AAADEFFIMNRS: AFFRIANDAMES
AAADEFFINRRS: AFFRIANDERAS
AAADEFFINRSS: AFFRIANDASSE
AAADEFFINRST: AFFRIANDATES
AAADEFFINSST: AFFADISSANTE
AAADEFFNNNOR: FANFARONNADE
AAADEFIINNST: FAISANDAIENT
AAADEFIINRSS: FAISANDERAIS
AAADEFIINRST: FAISANDERAIT
AAADEFIKNRRS: AFRIKAANDERS
AAADEFILMNRS: FLAMANDISERA
AAADEFILNORR: FARANDOLERAI
AAADEFINSSSS: FAISANDASSES
AAADEFLMNORS: FARANDOLAMES
AAADEFLNORRS: FARANDOLERAS
AAADEFLNORSS: FARANDOLASSE
AAADEFLNORST: FARANDOLATES
AAADEGHIMPRR: DIAPHRAGMERA
AAADEGIILLRR: RAGAILLARDIE
AAADEGIILORX: RADIOGALAXIE
AAADEGILNTUV: GALVAUDAIENT
AAADEGILRSUV: GALVAUDERAIS
AAADEGILRTUV: GALVAUDERAIT
AAADEGIMNQSU: DAMASQUINAGE
AAADEGIMNRTU: MARGAUDAIENT
AAADEGIMRRSU: MARGAUDERAIS
AAADEGIMRRTU: MARGAUDERAIT
AAADEGIMRSUV: MARIVAUDAGES
AAADEGINSSTU: DAGUESTANAIS
AAADEGIRSSUV: SAUVEGARDAIS
AAADEGIRSTUV: SAUVEGARDAIT
AAADEGLSSSUV: GALVAUDASSES
AAADEGMRSSSU: MARGAUDASSES
AAADEGNRSTUV: SAUVEGARDANT
AAADEHIILNST: THAILANDAISE
AAADEHIRSSSZ: HASARDASSIEZ
AAADEHNRSSST: HASARDASSENT
AAADEIILLNTT: TAILLADAIENT
AAADEIILLPRR: PAILLARDERAI
AAADEIILLRST: TAILLADERAIS
AAADEIILLRTT: TAILLADERAIT
AAADEIILNRSV: VANDALISERAI
AAADEIILNSSS: DENASALISAIS
AAADEIILNSST: DENASALISAIT
AAADEIILPRSS: PALISSADERAI
AAADEIIMNNTT: DIAMANTAIENT
AAADEIIMNRST: DIAMANTAIRES
              DIAMANTERAIS
AAADEIIMNRTT: DIAMANTERAIT
AAADEIIMNSST: DESAIMANTAIS
              DESAMIANTAIS
AAADEIIMNSTT: DESAIMANTAIT
              DESAMIANTAIT
AAADEIIMORST: AMODIATAIRES
AAADEIIMRRST: DRAMATISERAI
AAADEIIMRRUV: MARIVAUDERAI
AAADEIINNSSZ: ANDAINASSIEZ
AAADEIINNTTT: ANTIDATAIENT
AAADEIINRSTT: ANTIDATERAIS
AAADEIINRTTT: ANTIDATERAIT
AAADEIIPPRSS: DESAPPARIAIS
AAADEIIPPRST: DESAPPARIAIT
AAADEIIPQRSU: PARADISIAQUE
AAADEIIPRSST: DEPARASITAIS
AAADEIIPRSTT: DEPARASITAIT
AAADEILLMOPT: MEDIOPALATAL
AAADEILLMPRS: PAILLARDAMES
AAADEILLPRRS: PAILLARDERAS
AAADEILLPRSS: PAILLARDASSE
AAADEILLPRST: PAILLARDATES
AAADEILLPSSS: LAPALISSADES
AAADEILLSSST: TAILLADASSES
AAADEILMNNRS: MANDARINALES
AAADEILMNSSV: VANDALISAMES
AAADEILMPSSS: PALISSADAMES
AAADEILNNSST: DENASALISANT
AAADEILNRSSV: VANDALISERAS
AAADEILNRSTU: DENATURALISA
AAADEILNSSSV: VANDALISASSE
AAADEILNSSTV: VANDALISATES
AAADEILPRSSS: PALISSADERAS
AAADEILPSSSS: PALISSADASSE
AAADEILPSSST: PALISSADATES
AAADEIMMRSST: DRAMATISAMES
AAADEIMMRSUV: MARIVAUDAMES
AAADEIMNNSTT: DESAIMANTANT
              DESAMIANTANT
AAADEIMNQRSU: DAMASQUINERA
AAADEIMNRSTT: DRAMATISANTE
AAADEIMNSSST: DIAMANTASSES
AAADEIMNSSTZ: MANDATASSIEZ
AAADEIMORRTU: RADIOAMATEUR
AAADEIMOSSUZ: AMADOUASSIEZ
AAADEIMRRSST: DRAMATISERAS
AAADEIMRRSUV: MARIVAUDERAS
AAADEIMRSSST: DRAMATISASSE
AAADEIMRSSTT: DRAMATISATES
AAADEIMRSSUV: MARIVAUDASSE
AAADEIMRSSUZ: MARAUDASSIEZ
AAADEIMRSTUV: MARIVAUDATES
AAADEIMSSSSZ: DAMASSASSIEZ
AAADEINNNSST: ANDAINASSENT
AAADEINNPRTT: ANTIDERAPANT
AAADEINOPRTT: READAPTATION
AAADEINPPRRT: APPARTIENDRA
AAADEINPPRST: DESAPPARIANT
AAADEINPRSTT: DEPARASITANT
AAADEINRRSTT: TARTARINADES
AAADEINSSSTT: ANTIDATASSES
AAADEIRSSTTZ: ATTARDASSIEZ
AAADEIRSSTUZ: TARAUDASSIEZ
AAADEIRSSUVZ: RAVAUDASSIEZ
AAADELNNNOPT: PANTALONNADE
AAADEMNNSSTT: MANDATASSENT
AAADEMNOSSTU: AMADOUASSENT
AAADEMNRSSTU: MARAUDASSENT
AAADEMNSSSST: DAMASSASSENT
AAADENNPRSST: TRANSPADANES
AAADENRSSTTT: ATTARDASSENT
AAADENRSSTTU: TARAUDASSENT
AAADENRSSTUV: RAVAUDASSENT
AAADFFINSSST: AFFADISSANTS
AAADFIILMNSS: FLAMANDISAIS
AAADFIILMNST: FLAMANDISAIT
AAADFIINORST: FARADISATION
AAADFILMNNST: FLAMANDISANT
AAADGHIIMPRS: DIAPHRAGMAIS
AAADGHIIMPRT: DIAPHRAGMAIT
AAADGHIIOPRR: RADIOGRAPHIA
AAADGHIMNPRT: DIAPHRAGMANT
AAADGIIILNOS: DIAGONALISAI
AAADGIILLRRR: RAGAILLARDIR
AAADGIILLRRS: RAGAILLARDIS
AAADGIILLRRT: RAGAILLARDIT
AAADGIILNOSS: DIAGONALISAS
AAADGIILNOST: DIAGONALISAT
AAADGIINRRRS: RAGRANDIRAIS
AAADGIINRRRT: RAGRANDIRAIT
AAADGIINRSSS: AGRANDISSAIS
AAADGIINRSST: AGRANDISSAIT
AAADGILNRSTV: LANDGRAVIATS
AAADGINNRSST: AGRANDISSANT
AAADIIILMNOS: DOMANIALISAI
AAADIIIPRRST: DISPARAITRAI
AAADIILMNOSS: DOMANIALISAS
AAADIILMNOST: DOMANIALISAT
AAADIILPPRSU: APPLAUDIRAIS
AAADIILPPRTU: APPLAUDIRAIT
AAADIIMNQSSU: DAMASQUINAIS
AAADIIMNQSTU: DAMASQUINAIT
AAADIINNOPTT: INADAPTATION
AAADIIPRRSST: DISPARAITRAS
AAADIKNNRSWY: KINYARWANDAS
AAADILMOQRSU: MAQUILADORAS
AAADIMNNQSTU: DAMASQUINANT
AAADIMNRSSTT: DRAMATISANTS
AAADINOPRSSS: PARADASSIONS
AAADINOPSSST: ADAPTASSIONS
AAAEEEFFGINT: AFFEAGEAIENT
AAAEEEFFGSSS: AFFEAGEASSES
AAAEEEGILNTT: ETALAGEAIENT
AAAEEEGIMNNT: AMENAGEAIENT
AAAEEEGIMNRR: REAMENAGERAI
AAAEEEGIMNRS: REAMENAGEAIS
AAAEEEGIMNRT: REAMENAGEAIT
AAAEEEGLSSST: ETALAGEASSES
AAAEEEGMNNRT: REAMENAGEANT
AAAEEEGMNRRS: REAMENAGERAS
AAAEEEGMNSSS: AMENAGEASSES
AAAEEEGMRRRS: ARRERAGEAMES
AAAEEEGRRRSS: ARRERAGEASSE
AAAEEEGRRRST: ARRERAGEATES
AAAEEFFGMOSU: AFFOUAGEAMES
AAAEEFFGOSSU: AFFOUAGEASSE
AAAEEFFGOSTU: AFFOUAGEATES
AAAEEFFILNRT: AFFALERAIENT
AAAEEFFIMNRT: AFFAMERAIENT
AAAEEFFIMRRT: AFFERMATAIRE
AAAEEFGINRRT: AGRAFERAIENT
AAAEEFGMNRSU: NAUFRAGEAMES
AAAEEFGNRSSU: NAUFRAGEASSE
AAAEEFGNRSTU: NAUFRAGEATES
AAAEEFIINNRT: FAINEANTERAI
AAAEEFILNRRT: RAFALERAIENT
AAAEEFIMNNST: FAINEANTAMES
AAAEEFINNRST: FAINEANTERAS
AAAEEFINNSST: FAINEANTASSE
AAAEEFINNSTT: FAINEANTATES
AAAEEFINPRRT: PARAFERAIENT
AAAEEGGIMMNS: EMMAGASINAGE
AAAEEGGLMNST: METALANGAGES
AAAEEGIINPRT: PAGAIERAIENT
AAAEEGILLPPR: APPAREILLAGE
AAAEEGILMMRZ: AMALGAMERIEZ
AAAEEGILMNRS: MANAGERIALES
AAAEEGILMSTX: METAGALAXIES
AAAEEGIMMNRS: EMMAGASINERA
AAAEEGIMNNRT: MAGANERAIENT
              MANAGERAIENT
AAAEEGIMNRRT: RAMAGERAIENT
AAAEEGIMNSSZ: MANAGEASSIEZ
AAAEEGIMRSSZ: RAMAGEASSIEZ
AAAEEGINNRRT: ARRANGEAIENT
AAAEEGINPRTT: PARTAGEAIENT
              TAPAGERAIENT
AAAEEGINPRTY: PAGAYERAIENT
AAAEEGINPTTU: PATAUGEAIENT
AAAEEGINRRRR: REARRANGERAI
AAAEEGINRRRS: REARRANGEAIS
AAAEEGINRRRT: REARRANGEAIT
AAAEEGINRRTV: RAVAGERAIENT
AAAEEGINRSUV: ENSAUVAGERAI
AAAEEGINRTVZ: AVANTAGERIEZ
AAAEEGINSSUV: ENSAUVAGEAIS
AAAEEGINSTUV: ENSAUVAGEAIT
AAAEEGIPRRRT: REPARTAGERAI
AAAEEGIPRRST: REPARTAGEAIS
AAAEEGIPRRTT: REPARTAGEAIT
AAAEEGIPSSTZ: TAPAGEASSIEZ
AAAEEGIRRRRS: ARRERAGERAIS
AAAEEGIRRRRT: ARRERAGERAIT
AAAEEGIRSSVZ: RAVAGEASSIEZ
AAAEEGLLMNNR: MAGNANARELLE
AAAEEGLMMNRT: AMALGAMERENT
AAAEEGLMSSST: MATELASSAGES
AAAEEGMNNNUY: MANAGUAYENNE
AAAEEGMNNPRT: PERMANGANATE
AAAEEGMNNSST: MANAGEASSENT
AAAEEGMNRSST: RAMAGEASSENT
AAAEEGMPRRST: PARAMETRAGES
AAAEEGMQRSTU: QUARTAGEAMES
AAAEEGNNPRUY: PARAGUAYENNE
AAAEEGNNPSTU: PANNEAUTAGES
AAAEEGNNRRRT: REARRANGEANT
AAAEEGNNRRST: ARRANGEANTES
AAAEEGNNRTTV: AVANTAGERENT
AAAEEGNNSTUV: ENSAUVAGEANT
AAAEEGNPRRTT: REPARTAGEANT
AAAEEGNPRSTT: PARTAGEANTES
AAAEEGNPSSTT: TAPAGEASSENT
AAAEEGNRRRRS: REARRANGERAS
AAAEEGNRRSSS: ARRANGEASSES
AAAEEGNRSSTV: RAVAGEASSENT
AAAEEGNRSSUV: ENSAUVAGERAS
AAAEEGNRTTVX: EXTRAVAGANTE
AAAEEGNSSTUV: AVANTAGEUSES
AAAEEGPRRRST: REPARTAGERAS
AAAEEGPRSSST: PARTAGEASSES
              RAPETASSAGES
AAAEEGPSSSTU: PATAUGEASSES
AAAEEGQRSSTU: QUARTAGEASSE
AAAEEGQRSTTU: QUARTAGEATES
AAAEEGRRTUVX: EXTRAVAGUERA
AAAEEHIMNRST: ANATHEMISERA
AAAEEHIMNSTT: ANATHEMATISE
AAAEEHINRSTU: EUTHANASIERA
AAAEEHLNPPRR: PARAPHERNALE
AAAEEHPPRRSS: PARAPHRASEES
AAAEEIILNRST: ALIENATAIRES
AAAEEIINPRST: APAISERAIENT
AAAEEIINRRTV: AVARIERAIENT
AAAEEILLPPRR: APPAREILLERA
AAAEEILLPSST: PALATALISEES
AAAEEILLQRRU: AQUARELLERAI
AAAEEILMNRRT: ALARMERAIENT
AAAEEILMNRTX: MALAXERAIENT
AAAEEILMRSST: MATELASSERAI
AAAEEILNPRRT: PARTENARIALE
AAAEEILNRRTV: RAVALERAIENT
AAAEEILOPRST: AEROSPATIALE
AAAEEIMNNTTV: TAMATAVIENNE
AAAEEIMNRRRT: AMARRERAIENT
AAAEEIMNRSST: AMASSERAIENT
AAAEEIMPRRRT: PARAMETRERAI
AAAEEIMQRTUU: MAQUEREAUTAI
AAAEEIMRSSTT: METASTASERAI
AAAEEINNPRTU: PANNEAUTERAI
AAAEEINNPRTV: PAVANERAIENT
