AAABCC: CACABA
AAENST: SATANE
AAENSU: NASEAU
AAENSV: ENVASA
        SAVANE
AAENTT: TATANE
AAEPPT: APPATE
AAEPPU: APPEAU
AAEPPY: PAPAYE
AAEPRR: PARERA
        RAPERA
        REPARA
AAEPRS: SAPERA
        SEPARA
AAEPRT: APARTE
        RETAPA
        TAPERA
AAEPRU: APEURA
AAEPRV: PAVERA
        REPAVA
AAEPRY: PAYERA
        REPAYA
AAEPST: EPATAS
AAEPTT: EPATAT
        PATATE
AAERRS: ARASER
        RASERA
AAERRT: ARRETA
        ERRATA
        RATERA
        TARARE
        TARERA
AAERRY: RAYERA
AAERSS: ARASES
AAERST: ASARET
AAERSV: AVARES
        AVERAS
        VASERA
AAERSX: AXERAS
AAERSZ: ARASEZ
AAERTT: RETATA
        TATARE
        TATERA
AAERTU: RATEAU
AAERTV: AVERAT
AAERTX: RETAXA
        TAXERA
AAESSU: ASSEAU
AAESSV: EVASAS
AAESSX: AXASSE
AAESSY: ESSAYA
AAESTT: ASTATE
AAESTV: EVASAT
        SAVATE
AAESTX: AXATES
AAESTY: ETAYAS
AAETTY: ETAYAT
AAEYZZ: ZEZAYA
AAFFGI: GAFFAI
AAFFGR: GRAFFA
AAFFGS: GAFFAS
AAFFGT: GAFFAT
AAFFIL: AFFILA
AAFFIM: MAFFIA
AAFFIN: AFFINA
AAFFIP: PIAFFA
AAFFIT: TAFFAI
AAFFLL: FLAFLA
AAFFLO: AFFOLA
AAFFLU: AFFLUA
AAFFNN: FANFAN
AAFFST: STAFFA
        TAFFAS
AAFFTT: TAFFAT
AAFFTU: AFFUTA
AAFGHN: AFGHAN
AAFGOT: FAGOTA
AAFGRU: GAUFRA
AAFHIN: HANAFI
AAFHIT: FATIHA
AAFHLS: FLASHA
AAFIJT: FAJITA
AAFIKS: SIFAKA
AAFILL: FAILLA
AAFILN: FLANAI
AAFILR: FLAIRA
        RAFLAI
AAFIMS: MAFIAS
AAFINR: FARANI
        FARINA
AAFINS: FAISAN
        FANAIS
AAFINT: ANTIFA
        FANAIT
AAFIRS: FRAISA
        FRASAI
        SAFARI
AAFIRT: FARTAI
        TARIFA
AAFIRU: RAFIAU
AAFIRY: FRAYAI
AAFIST: FATSIA
        TAFIAS
AAFISX: FAXAIS
AAFITT: ATTIFA
AAFITU: FAUTAI
AAFITX: FAXAIT
AAFKNS: NAKFAS
AAFLNS: FLANAS
AAFLNT: FLANAT
AAFLNU: FALUNA
AAFLRS: RAFLAS
AAFLRT: RAFLAT
AAFLRZ: FALZAR
AAFLST: FATALS
AAFLTT: FLATTA
AAFMST: FATMAS
        MATAFS
AAFNNT: FANANT
AAFNRS: SAFRAN
AAFNTX: FAXANT
AAFNUX: FANAUX
AAFORT: FAROTA
AAFOTY: FAYOTA
AAFPPR: FRAPPA
AAFRSS: FRASAS
AAFRST: FARTAS
        FATRAS
        FRASAT
        TARAFS
AAFRSY: FRAYAS
AAFRTT: FARTAT
AAFRTY: FRAYAT
AAFSSU: FAUSSA
AAFSTU: FAUTAS
AAFSTW: FATWAS
AAFTTU: FAUTAT
AAGGIN: GAGNAI
AAGGIT: TAGGAI
AAGGKU: GAGAKU
AAGGLL: GALGAL
        GLAGLA
AAGGLO: GALAGO
AAGGMN: GAGMAN
AAGGNS: GAGNAS
        GANGAS
AAGGNT: GAGNAT
AAGGRS: RAGGAS
AAGGST: TAGGAS
AAGGTT: TAGGAT
AAGHNR: HANGAR
AAGIIN: GAINAI
AAGIIR: AGIRAI
AAGIIT: AGITAI
AAGILN: ALIGNA
        GLANAI
AAGILO: LAOGAI
AAGILP: PLAGIA
AAGILR: GLAIRA
        GRALAI
AAGILS: GLAISA
AAGILU: GAULAI
AAGILV: GAVIAL
AAGIMN: GAMINA
        MAGNAI
AAGIMS: AGAMIS
AAGINP: PAGINA
AAGINR: GRAINA
        NAGARI
AAGINS: GAINAS
        GANSAI
        SAGINA
        SAIGNA
AAGINT: GAINAT
        GANTAI
AAGIOS: ASIAGO
AAGIOT: AGIOTA
AAGIRS: AGIRAS
        GARAIS
AAGIRT: GARAIT
AAGIRU: ARGUAI
        RAGUAI
AAGIRV: GRAVAI
        VAGIRA
AAGISS: ASSAGI
        SAIGAS
AAGIST: AGITAS
        GAITAS
        GATAIS
        TAIGAS
AAGISV: GAVAIS
AAGISZ: GAZAIS
AAGITT: AGITAT
        GATAIT
        GATTAI
AAGITU: TAGUAI
AAGITV: GAVAIT
AAGITZ: GAZAIT
AAGIUV: VAGUAI
AAGJNS: GANJAS
AAGJRU: JAGUAR
AAGLLP: PLAGAL
AAGLLS: GALLAS
AAGLNO: AGONAL
AAGLNR: RAGLAN
AAGLNS: GLANAS
        LAGANS
        SANGLA
AAGLNT: GALANT
        GLANAT
AAGLOP: GALOPA
AAGLRS: GRAALS
        GRALAS
AAGLRT: GRALAT
AAGLRU: LARGUA
AAGLST: STALAG
        TAGALS
AAGLSU: GAULAS
AAGLSY: GAYALS
AAGLTU: GAULAT
AAGLUX: ALGAUX
AAGMMS: MAGMAS
AAGMNN: MAGNAN
AAGMNS: MAGNAS
        MANGAS
AAGMNT: MAGNAT
AAGMRY: MAGYAR
        MARGAY
AAGMSY: GAMAYS
AAGNOR: ANGORA
AAGNOU: GNAOUA
AAGNPS: PANGAS
AAGNQU: GNAQUA
AAGNRS: ARGANS
        GRANAS
AAGNRT: GARANT
AAGNRU: NARGUA
AAGNSS: GANSAS
AAGNST: AGNATS
        GANSAT
        GANTAS
        STAGNA
        TANGAS
AAGNSW: GNAWAS
AAGNTT: GANTAT
        GATANT
AAGNTU: TANGUA
AAGNTV: GAVANT
AAGNTZ: GAZANT
AAGNWY: WAYANG
AAGORS: AGORAS
AAGORT: RAGOTA
AAGPPR: GRAPPA
AAGRSU: ARGUAS
        GAURAS
        RAGUAS
AAGRSV: GRAVAS
AAGRTT: GRATTA
AAGRTU: ARGUAT
        RAGUAT
        TARGUA
AAGRTV: GRAVAT
AAGRUU: AUGURA
AAGSSU: GAUSSA
AAGSTT: GATTAS
AAGSTU: TAGUAS
AAGSUV: VAGUAS
AAGTTT: GATTAT
AAGTTU: TAGUAT
AAGTUV: VAGUAT
AAGUVX: VAGAUX
AAHHLL: HALLAH
AAHIIK: HAIKAI
AAHIIR: HAIRAI
AAHILN: INHALA
AAHILS: HALAIS
AAHILT: HALAIT
        HIATAL
AAHILV: VALIHA
AAHINT: HANTAI
        TAHINA
AAHIPP: HAPPAI
AAHIPR: HARPAI
        RAPHIA
AAHIPS: PHASAI
AAHIRR: HARIRA
AAHIRS: HAIRAS
        SHARIA
AAHIRV: HAVIRA
        VIHARA
AAHIST: HATAIS
AAHISV: AVAHIS
        HAVAIS
AAHITT: HATAIT
AAHITV: HAVAIT
AAHJRS: RAJAHS
AAHKKS: HAKKAS
AAHKKT: KATHAK
AAHKKZ: KAZAKH
AAHKLR: HAKARL
AAHKNT: KHANAT
AAHKPS: PASHKA
AAHKRS: HARKAS
        SHARKA
AAHLLL: HALLAL
AAHLLS: HALALS
AAHLMS: SMALAH
AAHLNT: HALANT
AAHLRS: LAHARS
AAHLSV: HALVAS
        LAVASH
AAHMMM: HAMMAM
AAHMNS: SHAMAN
AAHMRS: ASHRAM
        HARAMS
AAHMSS: SHAMAS
        SMASHA
AAHNPS: HANAPS
AAHNPT: NAPHTA
AAHNSS: SHANAS
AAHNST: HANTAS
AAHNSU: NAHUAS
AAHNSZ: HAZANS
AAHNTT: HANTAT
        HATANT
AAHNTV: HAVANT
AAHPPS: HAPPAS
AAHPPT: HAPPAT
AAHPRS: HARPAS
        PHRASA
AAHPRT: HARPAT
AAHPSS: PHASAS
AAHPST: PHASAT
AAHRST: ARHATS
AAHSSU: HAUSSA
AAIIKW: KAWAII
AAIILL: AILLAI
        ALLIAI
AAIILN: LAINAI
AAIILT: ALITAI
        ITALIA
AAIIMN: ANIMAI
        MANIAI
AAIIMR: MARIAI
AAIIMS: AIMAIS
AAIIMT: AIMAIT
AAIINR: AIRAIN
        RAINAI
AAIINS: ANISAI
        NIAISA
AAIINV: AVINAI
AAIIPR: PARIAI
AAIIRR: RAIRAI
AAIIRS: AIRAIS
        ARISAI
AAIIRT: AIRAIT
        TAIRAI
AAIIRV: VARIAI
AAIISV: AVISAI
AAIIVV: AVIVAI
AAIJMS: JAMAIS
AAIJNS: JAINAS
AAIJPP: JAPPAI
AAIJPS: JASPAI
AAIJRT: JARTAI
AAIJSS: JASAIS
        JASSAI
AAIJST: JASAIT
AAIJZZ: JAZZAI
AAIKKW: KAKAWI
AAIKLM: KALMIA
        MAKILA
AAIKRS: ASKARI
AAIKST: AKITAS
AAIKSW: KAWAIS
AAIKTT: TATAKI
AAILLM: MAILLA
AAILLP: PAILLA
        PALLIA
AAILLR: RAILLA
        RALLAI
        RALLIA
AAILLS: AILLAS
        ALLAIS
        ALLIAS
AAILLT: AILLAT
        ALLAIT
        ALLIAT
        TAILLA
        TALLAI
AAILMN: ANIMAL
        LAMINA
AAILMP: IMPALA
        LAMPAI
        PALMAI
AAILMR: AMARIL
        AMIRAL
        MARIAL
AAILMS: ALISMA
        LAMAIS
        MALAIS
        SALAMI
        SLAMAI
AAILMT: LAMAIT
        MALTAI
AAILMU: MIAULA
AAILNP: APLANI
        INALPA
        LAPINA
        PLANAI
AAILNS: LAINAS
AAILNT: LAINAT
        LATINA
AAILNU: ALUNAI
AAILPP: PALPAI
AAILPR: PALIRA
        PARLAI
        PLAIRA
AAILPS: ALPAIS
        LAPAIS
        PALAIS
AAILPT: ALPAIT
        APLATI
        LAPAIT
AAILPU: PIAULA
AAILPZ: LAPIAZ
AAILQU: LAQUAI
AAILRS: RALAIS
        SALIRA
AAILRT: RALAIT
AAILSS: LAISSA
        LASSAI
        SALAIS
AAILST: ALITAS
        SALAIT
        TALAIS
AAILSU: SALUAI
AAILSV: LAVAIS
        SALIVA
        VALAIS
        VALSAI
AAILSY: LAYAIS
AAILTT: ALITAT
        LATTAI
        TALAIT
AAILTV: LAVAIT
        VALAIT
AAILTY: LAYAIT
AAILWY: WILAYA
AAIMMT: IMAMAT
AAIMMX: MAXIMA
AAIMNR: MARINA
        MARNAI
        RANIMA
AAIMNS: ANIMAS
        MANIAS
AAIMNT: AIMANT
        ANIMAT
        IMANAT
        MANIAT
        MATINA
AAIMNV: VIMANA
AAIMPP: MAPPAI
AAIMPR: RAMPAI
AAIMPS: PAMAIS
AAIMPT: PAMAIT
AAIMPU: PAUMAI
AAIMPV: VAMPAI
AAIMQU: MAQUAI
AAIMRR: ARRIMA
        MARRAI
AAIMRS: ARMAIS
        MARAIS
        MARIAS
        RAMAIS
AAIMRT: AMATIR
        ARMAIT
        MARIAT
        MATIRA
        RAMAIT
        TRAMAI
AAIMRU: AMUIRA
        AMURAI
AAIMSS: MASAIS
        MASSAI
        SAAMIS
AAIMST: AMATIS
        MATAIS
        TAMIAS
        TAMISA
AAIMSU: AMUSAI
AAIMSZ: MAZAIS
        ZAMIAS
AAIMTT: AMATIT
        MATAIT
        TATAMI
AAIMTZ: MAZAIT
AAINNS: NANISA
AAINNT: TANNAI
AAINNV: VANNAI
AAINOV: AVOINA
AAINPP: NAPPAI
AAINPR: PARIAN
        RAPINA
AAINPS: PANAIS
        PANSAI
AAINPT: PANAIT
        PATINA
        PINATA
        TAIPAN
        TAPINA
AAINQU: NIAQUA
AAINRR: NARRAI
AAINRS: NAIRAS
        RAINAS
AAINRT: AIRANT
        NAITRA
        RAINAT
        RATINA
        TRAINA
AAINRV: NAVRAI
        RAVINA
AAINSS: ANISAS
AAINST: ANISAT
        SATINA
        TANISA
AAINSU: AUNAIS
        SAUNAI
AAINSV: AVINAS
AAINTT: ATTINA
        NATTAI
AAINTU: AUNAIT
AAINTV: AVINAT
        VANTAI
AAIORZ: AZORAI
AAIOTU: AOUTAI
        OUATAI
AAIOTZ: AZOTAI
AAIOUV: AVOUAI
AAIOUZ: ZAOUIA
AAIOVY: AVOYAI
AAIPPR: RAPPAI
AAIPPZ: ZAPPAI
AAIPQU: APIQUA
        PAQUAI
AAIPRS: ASPIRA
        PARAIS
        PARIAS
        RAPAIS
        RAPIAS
AAIPRT: PAITRA
        PARAIT
        PARIAT
        PATIRA
        PIRATA
        RAPAIT
        RAPIAT
        TAPIRA
AAIPRU: APURAI
AAIPRY: PIRAYA
AAIPSS: PASSAI
        SAPAIS
AAIPST: ATIPAS
        SAPAIT
        TAPAIS
AAIPSU: PAUSAI
AAIPSV: PAVAIS
AAIPSY: PAYAIS
AAIPTT: TAPAIT
AAIPTU: TAUPAI
        TUPAIA
AAIPTV: PAVAIT
AAIPTY: PAYAIT
        PITAYA
AAIPZZ: PIAZZA
AAIQRT: QATARI
        TARIQA
AAIQRU: ARQUAI
        RAQUAI
AAIQSU: SAQUAI
AAIQTU: TAQUAI
AAIQTY: TAQIYA
AAIQUV: VAQUAI
AAIRRS: ARRISA
        RAIRAS
AAIRRT: TARIRA
        TRAIRA
AAIRRV: ARRIVA
        RAVIRA
AAIRRY: ARIARY
AAIRSS: ARISAS
        RASAIS
AAIRST: ARISAT
        RAITAS
        RASAIT
        RATAIS
        TAIRAS
        TARAIS
AAIRSU: AURAIS
        SAURAI
AAIRSV: RAVISA
        VARIAS
AAIRSY: RAYAIS
        RAYIAS
AAIRTT: ATTIRA
        RATAIT
        TARAIT
        TRAITA
AAIRTU: ATRIAU
        AURAIT
AAIRTV: VARIAT
AAIRTY: RAYAIT
AAIRUZ: AZURAI
AAIRVV: RAVIVA
AAIRZZ: RAZZIA
AAISSS: SASSAI
AAISST: TASSAI
AAISSV: AVISAS
        SAVAIS
        VASAIS
AAISSY: YASSAI
AAISTT: ATTISA
        TATAIS
AAISTU: SAUTAI
AAISTV: AVISAT
        SAVAIT
        VASAIT
AAISTX: TAXAIS
AAISUV: SAUVAI
AAISVV: AVIVAS
AAISVY: VAISYA
AAITTT: TATAIT
AAITTU: TAIAUT
AAITTX: TAXAIT
AAITVV: AVIVAT
AAIUXX: AXIAUX
AAIWYZ: ZAWIYA
AAJLPS: JALAPS
AAJMOR: MAJORA
AAJMPY: PYJAMA
AAJNOV: NAVAJO
AAJNST: JASANT
AAJOPU: AJOUPA
AAJORT: TORAJA
AAJORU: AJOURA
AAJOTU: AJOUTA
AAJPPS: JAPPAS
AAJPPT: JAPPAT
AAJPSS: JASPAS
AAJPST: JASPAT
AAJPTU: TUPAJA
AAJRST: JARTAS
AAJRTT: JARTAT
AAJRTV: JAVART
AAJSSS: JASSAS
AAJSST: JASSAT
AAJSTU: AJUSTA
AAJSZZ: JAZZAS
AAJTZZ: JAZZAT
AAKKMR: MARKKA
AAKKNS: KANAKS
AAKKOP: KAKAPO
AAKKSY: KAYAKS
AAKLOS: KOALAS
AAKLRS: KRAALS
AAKMNR: KARMAN
AAKMRS: KARMAS
AAKMSZ: ZAMAKS
AAKNOR: ANORAK
AAKNPS: PANKAS
AAKNST: KANATS
        TANKAS
AAKNWZ: KWANZA
AAKPRS: PARKAS
AAKSTZ: ZAKATS
AAKSUY: YAKUSA
AAKTUY: YUKATA
AAKUYZ: YAKUZA
AALLMU: ALLUMA
AALLNT: ALLANT
AALLOU: ALLOUA
AALLOZ: AZOLLA
AALLRS: RALLAS
AALLRT: RALLAT
AALLST: TALLAS
AALLTT: TALLAT
AALMNO: ANOMAL
AALMNP: NAPALM
AALMNT: LAMANT
AALMOR: AMORAL
AALMOY: MALOYA
AALMPS: LAMPAS
        PALMAS
        PLASMA
        SAMPLA
AALMPT: LAMPAT
        PALMAT
AALMRT: MALART
AALMSS: SALAMS
        SLAMAS
        SMALAS
AALMST: MALTAS
        SLAMAT
AALMSX: XALAMS
AALMTT: MALTAT
AALNNU: ANNULA
AALNOT: ATONAL
AALNOZ: AZONAL
AALNPS: PALANS
        PLANAS
AALNPT: ALPANT
        LAPANT
        PLANAT
        PLANTA
AALNRT: ANTRAL
        RALANT
AALNRV: NARVAL
AALNST: NATALS
        SALANT
        SANTAL
AALNSU: ALUNAS
AALNSV: NAVALS
AALNSY: NYALAS
AALNTT: TALANT
AALNTU: ALUNAT
AALNTV: LAVANT
        VALANT
AALNTY: LAYANT
AALOPS: SALOPA
AALOPT: PALOTA
AALOSS: ASSOLA
        SAOLAS
AALOSU: SAOULA
AALOUV: OUVALA
AALOUY: ALOYAU
AALPPS: PALPAS
AALPPT: PALPAT
AALPQU: PLAQUA
AALPRS: PARLAS
AALPRT: PARLAT
        PLATRA
AALPST: APLATS
AALPSX: SPALAX
AALQSU: LAQUAS
AALQTU: LAQUAT
        TALQUA
AALRSS: SALARS
AALRST: ASTRAL
AALRSU: LASURA
AALRSV: LAVRAS
        RAVALS
AALSSS: LASSAS
        SALSAS
AALSST: LASSAT
        SALATS
AALSSU: SALUAS
AALSSV: VALSAS
        VASSAL
AALSTT: LATTAS
AALSTU: SALUAT
AALSTV: VALSAT
AALTTT: LATTAT
AALTTU: TALUTA
AAMMMS: MAMMAS
AAMMNS: AMMANS
        MAMANS
AAMMQS: MAQAMS
AAMMTT: TAMTAM
AAMNNT: MANANT
AAMNOR: ARAMON
        RAMONA
AAMNOS: SAMOAN
AAMNPS: SAMPAN
AAMNPT: PAMANT
AAMNQU: MANQUA
AAMNRS: MARANS
        MARNAS
AAMNRT: ARMANT
        MANTRA
        MARNAT
        RAMANT
AAMNSS: MANSAS
AAMNST: AMANTS
        ATMANS
        MANATS
        MANTAS
AAMNTT: MATANT
AAMNTZ: MAZANT
AAMOPR: PARAMO
AAMOSS: SAMOSA
AAMPPS: MAPPAS
        PAMPAS
AAMPPT: MAPPAT
AAMPRS: RAMPAS
AAMPRT: RAMPAT
AAMPST: TSAMPA
AAMPSU: PAUMAS
AAMPSV: VAMPAS
AAMPTU: AMPUTA
        PAUMAT
AAMPTV: VAMPAT
AAMQRU: MARQUA
AAMQSU: MAQUAS
        MASQUA
AAMQTU: MAQUAT
AAMRRS: MARRAS
AAMRRT: MARRAT
AAMRSS: ASRAMS
AAMRST: MASTAR
        MATRAS
        TRAMAS
AAMRSU: AMURAS
AAMRSZ: ZARMAS
AAMRTT: TRAMAT
AAMRTU: AMURAT
        MATURA
        TRAUMA
AAMSSS: MASSAS
AAMSST: MASSAT
AAMSSU: AMUSAS
        ASSUMA
AAMSTU: AMUSAT
AANNNO: ANONNA
AANNNS: NANANS
AANNOS: ANONAS
AANNOT: ANNOTA
AANNPT: PANANT
AANNRS: NANARS
AANNST: TANNAS
AANNSV: VANNAS
AANNTT: TANNAT
AANNTU: AUNANT
        NANTUA
AANNTV: VANNAT
AANNUX: ANNAUX
AANOPR: PARANO
AANOPT: PANOTA
AANORT: TORANA
AANOSS: ASSONA
AANPPS: NAPPAS
        SAPPAN
AANPPT: NAPPAT
AANPRT: PARANT
        RAPANT
        TARPAN
AANPSS: PANSAS
AANPST: PANSAT
        SAPANT
AANPSY: PAYSAN
AANPTT: TAPANT
AANPTV: PAVANT
AANPTY: PAYANT
AANQTU: QUANTA
AANRRS: NARRAS
AANRRT: NARRAT
AANRST: RASANT
AANRSV: NAVRAS
        VARANS
        VARNAS
AANRTT: RATANT
        TANTRA
        TARANT
        TARTAN
AANRTV: NAVRAT
AANRTY: RAYANT
AANRTZ: TARZAN
AANSST: SATANS
AANSSU: SAUNAS
AANSSZ: SANZAS
AANSTT: NATTAS
AANSTU: AUTANS
        SAUNAT
AANSTV: AVANTS
        SAVANT
        VANTAS
        VASANT
AANSTW: TSWANA
AANSTY: AYANTS
AANSUX: NASAUX
AANTTT: NATTAT
        TATANT
AANTTU: AUTANT
AANTTV: VANTAT
AANTTX: TAXANT
AANWZZ: ZWANZA
AAOPPS: APPOSA
        POPAAS
AAOPPT: PAPOTA
AAOPST: APOSTA
AAOPTT: TAPOTA
AAOPTV: VAPOTA
AAORRS: ARROSA
AAORRV: VARROA
AAORSZ: AZORAS
AAORTV: AVORTA
AAORTZ: AZORAT
AAOSTT: TOASTA
AAOSTU: AOUTAS
        OUATAS
AAOSTZ: AZOTAS
AAOSUV: AVOUAS
AAOSVY: AVOYAS
AAOTTU: AOUTAT
        OUATAT
        TATOUA
AAOTTZ: AZOTAT
AAOTUV: AVOUAT
AAOTVY: AVOYAT
AAPPRS: RAPPAS
AAPPRT: APPART
        RAPPAT
        TRAPPA
AAPPRU: APPARU
AAPPST: APPATS
AAPPSW: SWAPPA
AAPPSZ: ZAPPAS
AAPPTZ: ZAPPAT
AAPPUX: PAPAUX
AAPPUY: APPUYA
AAPQRU: PARQUA
AAPQSU: PAQUAS
AAPQTU: PAQUAT
AAPRST: PRASAT
AAPRSU: APURAS
AAPRSY: SPRAYA
AAPRTU: APURAT
        PATURA
AAPSSS: PASSAS
AAPSST: PASSAT
AAPSSU: PAUSAS
AAPSTU: PAUSAT
        TAUPAS
AAPTTU: TAUPAT
AAQRRU: QUARRA
AAQRSU: ARQUAS
        QUASAR
        RAQUAS
AAQRTU: ARQUAT
        QUARTA
        RAQUAT
        TRAQUA
AAQRUU: RAUQUA
AAQSSU: SAQUAS
AAQSTU: SAQUAT
        TAQUAS
AAQSUV: VAQUAS
AAQTTU: TAQUAT
AAQTUV: VAQUAT
AARRSU: SARRAU
AARRTU: RATURA
AARSST: RASTAS
AARSSU: ASSURA
        SAURAS
AARSTT: TATARS
AARSTU: SATURA
        SAURAT
AARSTV: SAVART
AARSTY: TAYRAS
AARSUZ: AZURAS
AARTUV: VAUTRA
AARTUZ: AZURAT
AASSSS: SASSAS
AASSST: SASSAT
        TASSAS
AASSSY: YASSAS
AASSTT: TASSAT
AASSTU: ASSAUT
        SAUTAS
AASSTY: SATAYS
        YASSAT
AASSUV: SAUVAS
AASTTU: SAUTAT
        STATUA
AASTUV: SAUVAT
AATTUY: TAYAUT
ABBCEI: BIBACE
ABBCER: BARBEC
ABBDOR: BABORD
        BOBARD
ABBEER: BARBEE
        EBARBE
ABBEIN: BABINE
ABBEIS: BABIES
ABBEIU: EBAUBI
ABBEKS: KEBABS
ABBELO: BABOLE
ABBELS: BABELS
        LABBES
ABBELU: BUBALE
ABBEMS: BEMBAS
ABBERR: BARBER
ABBERS: BARBES
        REBABS
ABBERT: BARBET
ABBERU: BARBUE
ABBERZ: BARBEZ
ABBGOR: GABBRO
ABBIIM: IMBIBA
ABBILS: BABILS
ABBIMN: BAMBIN
ABBIMO: BOMBAI
ABBINO: BOBINA
ABBINR: RABBIN
ABBIRS: RABBIS
ABBISS: BISSAB
ABBKOU: BABOUK
        KOUBBA
ABBMOS: BOMBAS
ABBMOT: BOMBAT
ABBMOU: BAMBOU
ABBNOR: BARBON
ABBORT: BARBOT
ABBOTU: TOUBAB
ABBRSU: BARBUS
ABCCIO: BOCCIA
ABCCLU: BUCCAL
ABCDEE: ABCEDE
ABCDER: BECARD
ABCDIR: DIRCAB
ABCDOR: BOCARD
ABCEEH: BACHEE
ABCEEL: BACLEE
        CABLEE
ABCEEM: CAMBEE
ABCEEN: BEANCE
        BECANE
ABCEER: ACERBE
        CABREE
ABCEES: BESACE
        SEBACE
ABCEFI: BIFACE
ABCEGO: BOCAGE
ABCEGU: CUBAGE
ABCEHI: BECHAI
ABCEHL: CHABLE
ABCEHN: BANCHE
ABCEHR: BACHER
ABCEHS: ACHEBS
        BACHES
        BECHAS
        CHEBAS
ABCEHT: BECHAT
ABCEHZ: BACHEZ
ABCEIN: CABINE
ABCEIR: BERCAI
        CARIBE
        CIBARE
ABCEIT: BECTAI
ABCEJT: ABJECT
ABCELM: MALBEC
ABCELR: BACLER
        CABLER
ABCELS: BACLES
        CABLES
ABCELZ: BACLEZ
        CABLEZ
ABCEMR: CAMBER
        CAMBRE
        CRAMBE
ABCEMS: CAMBES
ABCEMW: WEBCAM
ABCEMZ: CAMBEZ
ABCENO: BONACE
ABCEOS: COBEAS
ABCEOT: BECOTA
        CABOTE
ABCEOU: ECOBUA
ABCEOY: COBAYE
ABCEQU: BECQUA
ABCERR: CABRER
ABCERS: BERCAS
        CABRES
        CRABES
ABCERT: BERCAT
        CARBET
ABCERU: CUBERA
ABCERZ: CABREZ
ABCEST: BECTAS
ABCETT: BECTAT
ABCGII: CAGIBI
ABCHII: BICHAI
ABCHIN: CHABIN
ABCHIR: CHIBRA
ABCHIS: BACHIS
        BICHAS
ABCHIT: BICHAT
ABCHIU: BUCHAI
ABCHOO: COHOBA
ABCHOR: BROCHA
        CHORBA
ABCHOT: BACHOT
        CHABOT
ABCHOU: BOUCHA
ABCHST: BATCHS
ABCHSU: BUCHAS
ABCHTU: BUCHAT
ABCIIL: CIBLAI
ABCIKS: KABICS
ABCILM: LAMBIC
ABCILR: CRIBLA
ABCILS: CIBLAS
ABCILT: CIBLAT
ABCIMU: CUMBIA
ABCINO: BOCAIN
ABCINU: CUBAIN
        INCUBA
ABCIRS: CABRIS
ABCISS: BASICS
        BISSAC
ABCISU: CUBAIS
ABCITU: CUBAIT
ABCKLS: BLACKS
ABCLMO: COMBLA
ABCLNO: BALCON
ABCLNS: BLANCS
ABCLOT: CABLOT
        CLABOT
        COBALT
ABCLOU: BOUCLA
ABCLSU: BACULS
ABCMOT: COMBAT
        TOMBAC
ABCNOR: BRONCA
ABCNOS: BACONS
        BANCOS
ABCNOU: BOUCAN
ABCNTU: CUBANT
ABCORR: CROBAR
ABCORS: CARBOS
        COBRAS
ABCORT: CRABOT
ABCORU: COURBA
ABCOST: CABOTS
ABCOSZ: COBZAS
ABCOUU: BOUCAU
ABCOUX: BOCAUX
ABDEEG: BADGEE
ABDEEN: BANDEE
        BEDANE
ABDEER: BARDEE
        BRADEE
ABDEES: BADEES
ABDEET: DEBATE
ABDEEU: BEDEAU
        DAUBEE
ABDEGO: BODEGA
ABDEGR: BADGER
        BEGARD
ABDEGS: BADGES
ABDEGZ: BADGEZ
ABDEIL: DEBLAI
        DIABLE
ABDEIN: BADINE
        DEBINA
ABDEIS: ABSIDE
        BASIDE
        DIBASE
ABDEIT: DEBATI
        DEBITA
ABDEIU: BIAUDE
        EBAUDI
ABDEIZ: BADIEZ
ABDELO: ALBEDO
        OBLADE
ABDELR: BRADEL
ABDELU: BLAUDE
ABDENO: ABONDE
ABDENR: BANDER
        BENARD
        BRANDE
ABDENS: BANDES
ABDENT: BADENT
ABDENZ: BANDEZ
ABDEOR: ABORDE
        DEROBA
ABDEOS: ADOBES
        OBSEDA
ABDEOU: ADOUBE
ABDERR: BARDER
        BRADER
ABDERS: BARDES
        BRADES
        SERDAB
ABDERU: DAUBER
ABDERZ: BARDEZ
        BRADEZ
ABDEST: DEBATS
ABDESU: DAUBES
ABDETU: BAUDET
        DEBUTA
ABDEUZ: DAUBEZ
ABDHIJ: HIDJAB
ABDIIR: BRIDAI
ABDILN: BLINDA
ABDILU: BLIAUD
ABDINO: BONDAI
ABDINR: BINARD
        BRANDI
        NIBARD
ABDINS: BADINS
ABDINT: BANDIT
ABDIOR: BORDAI
        BRODAI
ABDIOS: BADOIS
        SODABI
ABDIOU: BOUDAI
ABDIRR: BRIARD
ABDIRS: BARDIS
        BRIDAS
ABDIRT: BARDIT
        BRIDAT
ABDIRU: RIBAUD
ABDJOR: JOBARD
ABDLNO: BANDOL
ABDLOU: DOUBLA
ABDNOR: BONARD
        DARBON
ABDNOS: BADONS
        BONDAS
ABDNOT: BONDAT
ABDNRS: BRANDS
ABDNRY: BRANDY
ABDORS: ABORDS
        BORDAS
        BRODAS
        DOBRAS
        SABORD
ABDORT: BARDOT
        BORDAT
        BRODAT
ABDORU: BAROUD
        RADOUB
ABDORY: BOYARD
ABDOSU: BOUDAS
ABDOTU: BOUDAT
ABDOUY: BAYOUD
ABDRSU: BUSARD
ABDRTU: TUBARD
ABDRUV: BUVARD
ABEEEM: AMEBEE
ABEEFF: BAFFEE
ABEEFR: BAFREE
ABEEGI: BEGAIE
